Year,Month,Day,Period,1,2,3
2020,1,17,22,0,41.101,0
2020,1,17,23,0,38.894,0
2020,1,17,24,0,36.943,0
2020,1,18,1,0,35.933,0
2020,1,18,2,0,35.314,0
2020,1,18,3,0,35.018,0
2020,1,18,4,0,35.18,0
2020,1,18,5,0,35.758,0
2020,1,18,6,0,37.01,0
2020,1,18,7,0,38.316,0
2020,1,18,8,0,37.575,0
2020,1,18,9,0,37.468,0
2020,1,18,10,0,37.36,0
2020,1,18,11,0,36.472,0
2020,1,18,12,0,35.072,0
2020,1,18,13,0,34.359,0
2020,1,18,14,0,33.659,0
2020,1,18,15,0,33.309,0
2020,1,18,16,0,33.201,0
2020,1,18,17,0,34.776,0
2020,1,18,18,0,40.482,0
2020,1,18,19,0,41.788,0
2020,1,18,20,0,41.519,0
2020,1,18,21,0,40.953,0
2020,1,18,22,0,39.971,0
2020,1,18,23,0,38.625,0
2020,1,18,24,0,36.754,0
2020,1,19,1,0,35.691,0
2020,1,19,2,0,34.897,0
2020,1,19,3,0,34.601,0
2020,1,19,4,0,34.386,0
2020,1,19,5,0,34.547,0
2020,1,19,6,0,34.776,0
2020,1,19,7,0,35.435,0
2020,1,19,8,0,35.059,0
2020,1,19,9,0,35.758,0
2020,1,19,10,0,35.866,0
2020,1,19,11,0,35.261,0
2020,1,19,12,0,34.83,0
2020,1,19,13,0,34.197,0
2020,1,19,14,0,33.646,0
2020,1,19,15,0,33.121,0
2020,1,19,16,0,33.309,0
2020,1,19,17,0,34.709,0
2020,1,19,18,0,40.361,0
2020,1,19,19,0,41.801,0
2020,1,19,20,0,41.72,0
2020,1,19,21,0,40.765,0
2020,1,19,22,0,38.948,0
2020,1,19,23,0,36.97,0
2020,1,19,24,0,35.072,0
2020,1,20,1,0,33.901,0
2020,1,20,2,0,33.444,0
2020,1,20,3,0,33.39,0
2020,1,20,4,0,33.74,0
2020,1,20,5,0,34.763,0
2020,1,20,6,0,37.279,0
2020,1,20,7,0,40.321,0
2020,1,20,8,0,39.459,0
2020,1,20,9,0,38.692,0
2020,1,20,10,0,38.06,0
2020,1,20,11,0,37.158,0
2020,1,20,12,0,36.189,0
2020,1,20,13,0,35.745,0
2020,1,20,14,0,35.126,0
2020,1,20,15,0,34.709,0
2020,1,20,16,0,34.426,0
2020,1,20,17,0,35.853,0
2020,1,20,18,0,42.003,0
2020,1,20,19,0,43.632,0
2020,1,20,20,0,43.362,0
2020,1,20,21,0,42.272,0
2020,1,20,22,0,39.756,0
2020,1,20,23,0,37.131,0
2020,1,20,24,0,34.749,0
2020,1,21,1,0,33.592,0
2020,1,21,2,0,33.161,0
2020,1,21,3,0,33.201,0
2020,1,21,4,0,33.592,0
2020,1,21,5,0,34.682,0
2020,1,21,6,0,37.064,0
2020,1,21,7,0,40.025,0
2020,1,21,8,0,38.787,0
2020,1,21,9,0,38.275,0
2020,1,21,10,0,37.791,0
2020,1,21,11,0,36.526,0
2020,1,21,12,0,35.933,0
2020,1,21,13,0,35.301,0
2020,1,21,14,0,34.857,0
2020,1,21,15,0,34.803,0
2020,1,21,16,0,34.682,0
2020,1,21,17,0,35.664,0
2020,1,21,18,0,41.492,0
2020,1,21,19,0,43.322,0
2020,1,21,20,0,42.945,0
2020,1,21,21,0,41.895,0
2020,1,21,22,0,39.863,0
2020,1,21,23,0,37.01,0
2020,1,21,24,0,34.951,0
2020,1,22,1,0,33.753,0
2020,1,22,2,0,33.174,0
2020,1,22,3,0,33.013,0
2020,1,22,4,0,33.201,0
2020,1,22,5,0,34.117,0
2020,1,22,6,0,36.445,0
2020,1,22,7,0,39.419,0
2020,1,22,8,0,38.356,0
2020,1,22,9,0,37.454,0
2020,1,22,10,0,36.862,0
2020,1,22,11,0,35.826,0
2020,1,22,12,0,35.234,0
2020,1,22,13,0,34.789,0
2020,1,22,14,0,34.413,0
2020,1,22,15,0,34.049,0
2020,1,22,16,0,33.982,0
2020,1,22,17,0,35.435,0
2020,1,22,18,0,40.254,0
2020,1,22,19,0,41.667,0
2020,1,22,20,0,41.236,0
2020,1,22,21,0,40.254,0
2020,1,22,22,0,38.396,0
2020,1,22,23,0,35.637,0
2020,1,22,24,0,33.928,0
2020,1,23,1,0,33.04,0
2020,1,23,2,0,32.771,0
2020,1,23,3,0,32.663,0
2020,1,23,4,0,32.811,0
2020,1,23,5,0,33.686,0
2020,1,23,6,0,35.826,0
2020,1,23,7,0,38.813,0
2020,1,23,8,0,37.508,0
2020,1,23,9,0,37.333,0
2020,1,23,10,0,36.862,0
2020,1,23,11,0,35.88,0
2020,1,23,12,0,35.409,0
2020,1,23,13,0,34.911,0
2020,1,23,14,0,34.426,0
2020,1,23,15,0,34.036,0
2020,1,23,16,0,33.969,0
2020,1,23,17,0,34.978,0
2020,1,23,18,0,40.55,0
2020,1,23,19,0,42.165,0
2020,1,23,20,0,41.895,0
2020,1,23,21,0,41.034,0
2020,1,23,22,0,38.813,0
2020,1,23,23,0,36.472,0
2020,1,23,24,0,34.184,0
2020,1,24,1,0,32.973,0
2020,1,24,2,0,32.475,0
2020,1,24,3,0,32.111,0
2020,1,24,4,0,32.192,0
2020,1,24,5,0,32.65,0
2020,1,24,6,0,34.386,0
2020,1,24,7,0,37.091,0
2020,1,24,8,0,36.283,0
2020,1,24,9,0,35.839,0
2020,1,24,10,0,35.839,0
2020,1,24,11,0,35.476,0
2020,1,24,12,0,34.978,0
2020,1,24,13,0,34.83,0
2020,1,24,14,0,34.197,0
2020,1,24,15,0,33.995,0
2020,1,24,16,0,33.646,0
2020,1,24,17,0,34.547,0
2020,1,24,18,0,39.446,0
2020,1,24,19,0,40.711,0
2020,1,24,20,0,40.334,0
2020,1,24,21,0,39.379,0
2020,1,24,22,0,38.329,0
2020,1,24,23,0,36.781,0
2020,1,24,24,0,34.803,0
2020,1,25,1,0,33.713,0
2020,1,25,2,0,33.242,0
2020,1,25,3,0,32.973,0
2020,1,25,4,0,32.946,0
2020,1,25,5,0,33.134,0
2020,1,25,6,0,34.009,0
2020,1,25,7,0,34.789,0
2020,1,25,8,0,34.184,0
2020,1,25,9,0,34.722,0
2020,1,25,10,0,35.207,0
2020,1,25,11,0,34.749,0
2020,1,25,12,0,34.48,0
2020,1,25,13,0,34.036,0
2020,1,25,14,0,33.511,0
2020,1,25,15,0,33.201,0
2020,1,25,16,0,33.269,0
2020,1,25,17,0,34.561,0
2020,1,25,18,0,39.782,0
2020,1,25,19,0,40.819,0
2020,1,25,20,0,40.321,0
2020,1,25,21,0,39.54,0
2020,1,25,22,0,38.329,0
2020,1,25,23,0,37.239,0
2020,1,25,24,0,35.489,0
2020,1,26,1,0,34.345,0
2020,1,26,2,0,33.686,0
2020,1,26,3,0,33.417,0
2020,1,26,4,0,33.403,0
2020,1,26,5,0,33.592,0
2020,1,26,6,0,34.372,0
2020,1,26,7,0,34.991,0
2020,1,26,8,0,34.332,0
2020,1,26,9,0,34.534,0
2020,1,26,10,0,34.682,0
2020,1,26,11,0,34.036,0
2020,1,26,12,0,33.605,0
2020,1,26,13,0,33.201,0
2020,1,26,14,0,32.784,0
2020,1,26,15,0,32.502,0
2020,1,26,16,0,32.555,0
2020,1,26,17,0,33.444,0
2020,1,26,18,0,38.087,0
2020,1,26,19,0,39.971,0
2020,1,26,20,0,39.796,0
2020,1,26,21,0,38.948,0
2020,1,26,22,0,37.562,0
2020,1,26,23,0,35.584,0
2020,1,26,24,0,34.117,0
2020,1,27,1,0,33.08,0
2020,1,27,2,0,32.663,0
2020,1,27,3,0,32.569,0
2020,1,27,4,0,32.703,0
2020,1,27,5,0,33.551,0
2020,1,27,6,0,35.92,0
2020,1,27,7,0,38.962,0
2020,1,27,8,0,37.858,0
2020,1,27,9,0,37.306,0
2020,1,27,10,0,36.727,0
2020,1,27,11,0,35.96,0
2020,1,27,12,0,35.247,0
2020,1,27,13,0,34.964,0
2020,1,27,14,0,34.776,0
2020,1,27,15,0,34.534,0
2020,1,27,16,0,34.332,0
2020,1,27,17,0,35.099,0
2020,1,27,18,0,40.254,0
2020,1,27,19,0,42.057,0
2020,1,27,20,0,41.559,0
2020,1,27,21,0,40.294,0
2020,1,27,22,0,38.221,0
2020,1,27,23,0,35.637,0
2020,1,27,24,0,33.309,0
2020,1,28,1,0,32.354,0
2020,1,28,2,0,31.923,0
2020,1,28,3,0,31.681,0
2020,1,28,4,0,31.802,0
2020,1,28,5,0,32.461,0
2020,1,28,6,0,34.184,0
2020,1,28,7,0,36.337,0
2020,1,28,8,0,35.584,0
2020,1,28,9,0,35.355,0
2020,1,28,10,0,35.624,0
2020,1,28,11,0,35.261,0
2020,1,28,12,0,34.978,0
2020,1,28,13,0,34.964,0
2020,1,28,14,0,34.44,0
2020,1,28,15,0,33.053,0
2020,1,28,16,0,32.851,0
2020,1,28,17,0,33.605,0
2020,1,28,18,0,37.831,0
2020,1,28,19,0,39.581,0
2020,1,28,20,0,39.096,0
2020,1,28,21,0,38.167,0
2020,1,28,22,0,36.31,0
2020,1,28,23,0,34.076,0
2020,1,28,24,0,32.34,0
2020,1,29,1,0,31.438,0
2020,1,29,2,0,31.088,0
2020,1,29,3,0,30.927,0
2020,1,29,4,0,30.981,0
2020,1,29,5,0,31.438,0
2020,1,29,6,0,32.878,0
2020,1,29,7,0,34.224,0
2020,1,29,8,0,34.763,0
2020,1,29,9,0,34.426,0
2020,1,29,10,0,34.978,0
2020,1,29,11,0,35.032,0
2020,1,29,12,0,34.978,0
2020,1,29,13,0,34.749,0
2020,1,29,14,0,34.507,0
2020,1,29,15,0,34.601,0
2020,1,29,16,0,34.386,0
2020,1,29,17,0,34.991,0
2020,1,29,18,0,39.338,0
2020,1,29,19,0,41.034,0
2020,1,29,20,0,40.738,0
2020,1,29,21,0,39.406,0
2020,1,29,22,0,37.656,0
2020,1,29,23,0,35.368,0
2020,1,29,24,0,33.242,0
2020,1,30,1,0,32.138,0
2020,1,30,2,0,31.775,0
2020,1,30,3,0,31.694,0
2020,1,30,4,0,31.788,0
2020,1,30,5,0,32.434,0
2020,1,30,6,0,34.184,0
2020,1,30,7,0,36.552,0
2020,1,30,8,0,35.88,0
2020,1,30,9,0,35.839,0
2020,1,30,10,0,35.449,0
2020,1,30,11,0,35.207,0
2020,1,30,12,0,34.83,0
2020,1,30,13,0,34.776,0
2020,1,30,14,0,34.749,0
2020,1,30,15,0,34.574,0
2020,1,30,16,0,34.44,0
2020,1,30,17,0,35.045,0
2020,1,30,18,0,39.473,0
2020,1,30,19,0,40.953,0
2020,1,30,20,0,40.428,0
2020,1,30,21,0,39.379,0
2020,1,30,22,0,37.212,0
2020,1,30,23,0,34.911,0
2020,1,30,24,0,33.161,0
2020,1,31,1,0,32.057,0
2020,1,31,2,0,31.573,0
2020,1,31,3,0,31.371,0
2020,1,31,4,0,31.398,0
2020,1,31,5,0,31.909,0
2020,1,31,6,0,33.444,0
2020,1,31,7,0,35.476,0
2020,1,31,8,0,34.911,0
2020,1,31,9,0,35.018,0
2020,1,31,10,0,35.193,0
2020,1,31,11,0,35.099,0
2020,1,31,12,0,35.086,0
2020,1,31,13,0,34.722,0
2020,1,31,14,0,34.615,0
2020,1,31,15,0,34.399,0
2020,1,31,16,0,34.238,0
2020,1,31,17,0,34.413,0
2020,1,31,18,0,38.221,0
2020,1,31,19,0,39.89,0
2020,1,31,20,0,39.163,0
2020,1,31,21,0,38.221,0
2020,1,31,22,0,36.997,0
2020,1,31,23,0,35.449,0
2020,1,31,24,0,33.78,0
2020,2,1,1,0,31.088,0
2020,2,1,2,0,30.604,0
2020,2,1,3,0,30.335,0
2020,2,1,4,0,30.321,0
2020,2,1,5,0,30.617,0
2020,2,1,6,0,31.344,0
2020,2,1,7,0,31.829,0
2020,2,1,8,0,31.411,0
2020,2,1,9,0,32.031,0
2020,2,1,10,0,32.542,0
2020,2,1,11,0,32.232,0
2020,2,1,12,0,32.057,0
2020,2,1,13,0,31.734,0
2020,2,1,14,0,31.519,0
2020,2,1,15,0,31.277,0
2020,2,1,16,0,31.25,0
2020,2,1,17,0,32.004,0
2020,2,1,18,0,36.62,0
2020,2,1,19,0,37.898,0
2020,2,1,20,0,37.373,0
2020,2,1,21,0,36.391,0
2020,2,1,22,0,35.059,0
2020,2,1,23,0,33.78,0
2020,2,1,24,0,32.152,0
2020,2,2,1,0,30.833,0
2020,2,2,2,0,30.133,0
2020,2,2,3,0,29.837,0
2020,2,2,4,0,29.756,0
2020,2,2,5,0,29.796,0
2020,2,2,6,0,30.321,0
2020,2,2,7,0,30.631,0
2020,2,2,8,0,30.173,0
2020,2,2,9,0,30.819,0
2020,2,2,10,0,31.506,0
2020,2,2,11,0,31.533,0
2020,2,2,12,0,31.6,0
2020,2,2,13,0,31.519,0
2020,2,2,14,0,31.344,0
2020,2,2,15,0,31.035,0
2020,2,2,16,0,30.819,0
2020,2,2,17,0,30.981,0
2020,2,2,18,0,34.493,0
2020,2,2,19,0,36.095,0
2020,2,2,20,0,36.606,0
2020,2,2,21,0,36.62,0
2020,2,2,22,0,35.005,0
2020,2,2,23,0,33.336,0
2020,2,2,24,0,31.613,0
2020,2,3,1,0,30.752,0
2020,2,3,2,0,30.375,0
2020,2,3,3,0,30.375,0
2020,2,3,4,0,30.604,0
2020,2,3,5,0,31.479,0
2020,2,3,6,0,33.78,0
2020,2,3,7,0,36.647,0
2020,2,3,8,0,35.799,0
2020,2,3,9,0,35.355,0
2020,2,3,10,0,34.749,0
2020,2,3,11,0,34.386,0
2020,2,3,12,0,33.861,0
2020,2,3,13,0,33.457,0
2020,2,3,14,0,33.148,0
2020,2,3,15,0,32.771,0
2020,2,3,16,0,32.394,0
2020,2,3,17,0,33.242,0
2020,2,3,18,0,38.692,0
2020,2,3,19,0,41.182,0
2020,2,3,20,0,41.048,0
2020,2,3,21,0,40.065,0
2020,2,3,22,0,37.67,0
2020,2,3,23,0,34.964,0
2020,2,3,24,0,32.798,0
2020,2,4,1,0,31.761,0
2020,2,4,2,0,31.21,0
2020,2,4,3,0,31.142,0
2020,2,4,4,0,31.465,0
2020,2,4,5,0,32.475,0
