"Year","Month","Day","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
2020,1,22,0,31.223,45.5,33.391,32.429,34.544,47,10.178,0,36.544,0,0,57.32,60,43.018,60,56.154,0,31,31,0,0,77.955,34.286
2020,1,23,0,39.19,43.5,27.667,28.305,56,23.456,15.064,0,25.798,0,0,46,20.27,0,30.684,0,12,50.291,28.74,0,0,39.632,60
2020,1,24,0,31.083,42.5,28.141,22.274,51.813,0,18.128,0,27.05,0,0,56.667,19.459,0,22.456,0,0,0,0,0,0,31,60
2020,1,25,19.17,47,37,31,0,23.141,19.366,22.111,3.731,0,0,0,43.333,17,0,11.195,0,0,9.664,0,0,0,0,0
2020,1,26,34.599,35,0,29.407,0,32.621,37.482,48,0,0,0,0,65.333,0,0,33.347,102,12,47,0,0,0,0,0
2020,1,27,38.275,35,0,51.164,0,35.196,10.634,48,0,0,0,0,43.333,0,0,27.456,65,43,0,0,0,0,0,0
2020,1,28,35.514,35,0,35.239,0,38.667,14.117,48,0,0,0,0,65.333,0,0,39.815,35.3,36.988,10.954,12,0,85,0,0
2020,1,29,35.514,35,0,35.239,0,48.578,13.382,48,0,0,0,0,43.333,0,0,31.695,48,0,0,0,0,65,20.023,0
2020,1,30,25.356,0,0,0,0,42.892,0,0,0,0,0,66.6,60.083,0,0,11.45,36,11.32,0,39.95,0,36.647,36.971,0
2020,1,31,44.4,0,0,36,36.532,60,12,0,0,0,53,29.284,24.104,14.153,0,0,16,16,33.335,16,36.811,37.956,16,78.76
2020,2,1,45.528,0,0,32.658,72,53.877,28.571,14.18,15.7,0,19.2,31.204,74.326,36.111,5.152,10.275,32.735,0,0,0,31.603,52.3,30.6,11.936
2020,2,2,31.874,0,0,0,69,0,30.53,12.067,23.04,0,18.9,42.16,67.179,0,0,24.7,0,0,16,0,1.259,0,0,34.774
2020,2,3,32.188,66.139,60,0,61.4,60,94.7,24.509,46.098,60,49.5,25.453,39.566,19.7,15.925,0,0,0,0,0,0,8.288,0,6.68
2020,2,4,0,9,0,0,0,0,24,1.493,0,26,0,11.863,17.58,13.436,7.638,0,0,13,66,31,13.317,28.874,0,42.474
2020,2,5,39.949,35.492,0,0,91,0,48.671,12.538,33,32,0,21.253,33.029,20.588,8.051,0,0,0,12,0,17.107,12.584,0,41
2020,2,6,0,19.807,32,32.553,87,0,26.869,30.7,0,29,60,31.045,44.749,35.833,17.1,58.438,31,0,13,6.824,6.851,16,10.211,45.755
2020,2,7,30.6,34.48,60,13.777,61.4,0,38.628,40,0,32,60,21.158,75.444,40.833,24.75,101,32,31,0.32,0,45.7,26.334,10.075,62
2020,2,8,5,65.4,31,31,24.061,31,41.23,1,8.271,0,30,12.35,25.091,14.402,9.75,45,35,0,0,0,0,6.633,0,0
2020,2,9,0,0,3.745,9,0,2.099,37.925,0,10.08,0,18,12.481,17.172,13.75,6.301,41,31,0,0,0,0,8.933,21.35,0
2020,2,10,8.947,0,19.5,31,9.131,9.065,0,0,29.284,0,38.064,25.548,66.176,40.833,8.004,60,99,29.855,23.292,35.175,28.988,0,29.564,38.829
2020,2,11,51.202,31,31,0,18.741,38.387,81.865,95,51.591,0,0,21.585,26.441,14.204,14.278,0,35,0,0,12.892,0,0,82,45.532
2020,2,12,47.306,38.14,36.975,32.824,13.7,52.494,62,90,64.842,0,0,29.934,28.42,24.5,8.952,28.859,35,0,0,12,0,0,53,36.045
2020,2,13,31,7.462,14.182,15.392,0,0,0,31,33.733,0,81,31.32,46.723,46,23.828,40,26.781,12,13.567,18.447,0,42.077,0,51.747
2020,2,14,37,36,38.235,0,0,0,31,60,54.663,2.041,0,34.104,76,52,60,30.7,17.772,0,10.119,18.483,0,57.006,0,70
2020,2,15,60,31,31,31.18,0,0,31,60,45.978,28,37.841,26.328,102,49.355,49,30.7,15.3,0,0,4.803,32.426,0,0,18.139
2020,2,16,53,31,0,41.115,0,15.49,31,49,36.272,0,28.643,22.866,65,38.654,36,30.7,0,0,12,0,19.112,5.014,43.589,14.175
2020,2,17,31,0,31,21.275,11.326,31,62,60,34.721,0,23.759,13.925,0,52.332,0,40,30.7,16,2.521,16,16,31,72.246,16.254
2020,2,18,15.3,0,56,90.7,31.692,23.553,32,0,8.739,9.152,13.054,8.143,0,32.715,0,40,40,43,30.775,0,0,56,42,0
2020,2,19,30.7,0,16,30.7,33.5,29.122,60,0,5.92,8.055,13.204,8.291,0,29.388,0,39.688,0,40.702,28,58.683,16,47,63.077,0
2020,2,20,0,0,36,0,14.59,20.426,52.772,3.554,6.015,7.915,9.998,4.52,0,17.327,0,0,0,21.745,0,43.96,31,31,62,29.386
2020,2,21,0,0,0,0,57.724,21.204,61.864,0,24.011,0,11.137,6.99,39,14.389,1,0,0,0,3.234,0,11.755,0,46.7,31
2020,2,22,0,0,13.524,0,12.371,0,28.103,0,17.37,0,8.777,6.139,34,12.833,0,0,0,0,62.102,61.643,62,61.902,58.904,12.075
2020,2,23,0,31.269,39.421,0,53.296,0,34.814,0,54.303,0,23.92,14.175,80,24.091,40,0,30.7,24,47.002,49.63,33.891,47,49.461,10.941
2020,2,24,0,15.273,22.095,0,44.664,0,27.429,0,50.576,0,14.908,17.67,80,19.18,22.205,0,15.3,18.677,6.3,45.634,32,50.596,30.7,18.567
2020,2,25,0,0,36.952,0,34.438,34.805,36.4,0,48,0,19.949,14.878,0,8.51,36.845,0,30.796,0,0,27.842,52.122,56,4.888,10.5
2020,2,26,0,6.222,35.81,0,29.755,16.636,17.223,28.843,40,0,22.497,4.136,48,23.444,16.64,0,0,19.476,12,78.04,46,40.714,0,18
2020,2,27,50.52,22.385,30,31,40.716,15.833,47.773,31.667,48,88,16.633,15.429,102,16.755,44.1,28.029,15.3,29,0,0,0,31,0,4.973
2020,2,28,33.684,17.83,32.625,36.162,46.252,9.554,86.4,13.486,85,0,21.829,8.375,40,31.738,29.73,15.441,16,0,12,18.426,0,0,0,31
2020,2,29,30.233,21.792,12.158,43.5,45.224,18.247,60,31.667,55.3,0,19.937,6.709,6.5,21.111,16.331,17.368,36,11,0,12,43,62,70,44.975
2020,3,1,77.643,46.97,30.339,31,15.03,31,31,16.362,60,0,50.88,9.241,80,54.075,40.056,0,38.968,55,47.246,60.38,60,81.568,0,26.571
2020,3,2,0,32,14.809,0,9.509,30.7,0,28.333,0,0,25,0,80,51.22,33.444,0,4.51,0,24,0,22.052,7.7,31,15.3
2020,3,3,12.877,28.2,24.766,0,12.152,16,16,0,36,3.752,60,0,0,55.556,19.329,0,0,31,0,0,0,0,21,16.471
2020,3,4,19.535,16.8,24,0,5.003,16,35,12.109,28,62,21.648,3.616,26.6,22.083,13.043,0,15.1,23.13,12,31,22.7,0,54.393,27.871
2020,3,5,38.208,30.957,28.5,37.297,9.512,35.119,20.7,0,40,59.281,40,8.594,12.165,40.417,38.26,0,0,12.309,0,0,0,0,23,0
2020,3,6,24.63,23.143,9.42,33.998,4.453,40.038,66.485,0,85,60,0,7.053,65,26.441,21.376,18.26,10.623,0,0,0,0,34.101,31,0
2020,3,7,17.802,0,8.338,44.097,9.512,48.522,40,0,93,60,0,2.947,42,15.94,13.218,8.824,7.563,0,13,9.899,0,38.199,60,62.743
2020,3,8,61.4,68,31.609,43.578,11.208,37.373,40,0,94,60,40,3.714,0,30.173,21.94,0,70.307,76.296,9.179,15.156,48.064,55.554,31,42.385
2020,3,9,96,30.7,10.479,48.058,3.359,30.805,30.6,0,100,60,61.4,0,0,46.288,34.004,0,56.24,0,10.653,0,31,56.103,60,46.445
2020,3,10,61.4,40,28.399,46.205,7.02,57.151,66.971,0,100,47,58.8,0,0,50.417,31.091,0,83.636,31,43.898,47,32,47,44.709,39.895
2020,3,11,80,10,27.393,33.823,8.262,39.9,69.417,0,0,10.004,0,0,0,40.417,26.727,0,64.632,9.981,32,31.59,25.51,15.3,14.364,23.333
2020,3,12,56,0,0,28.915,10.609,37.477,62.333,21.4,0,0,0,0,0,16.444,0,0,36,7,14.114,0,0,15.3,75.3,40.15
2020,3,13,12,26.419,0,0,2.7,0,20.39,0,64.3,0,35.143,3,0,5.3,30.7,0,0,0,0,0,0,0,0,0
2020,3,14,0,26.605,27.367,10.114,0,22.37,14.01,77,0,5,53.944,81,0,0,0,0,0,0,0,0,0,0,0,21
2020,3,15,0,34.388,19.025,15.878,0,25.316,29.491,89,17.39,23.932,33.083,7.326,40.758,80.915,0,48.643,0,0,0,0,0,0,1.028,11
2020,3,16,0,18.523,7.28,27,23,0,18.721,0,0,7.901,7.357,33,15.527,24.987,0,25.918,0,0,0,12,24.3,43.142,23.116,60
2020,3,17,65.587,52.81,24.752,10.2,0,20.7,37.433,94,0,18.369,7.988,0,16.326,0,0,23.757,0,0,0,0,0,0,0,30.123
2020,3,18,31,39.987,23.674,22.804,0,0,45.569,12.8,0,11.59,8.171,0,26.76,0,0,42.064,0,0,10.219,16,28.091,31,0,60
2020,3,19,0,42.737,27.962,93,0,30.511,50.05,90.927,0,11.629,9.772,0,27.934,0,0,44.167,0,32,28.52,16,31,52,0,41.536
2020,3,20,0,28.938,8.928,31,17.707,0,11.896,0,45.045,7.107,30.346,0,11.128,0,0,10.347,0,4.325,3.71,0.878,3.866,31,7.797,26.783
2020,3,21,0,40.98,27.805,31,0,0,27.222,0,23.118,21.824,3,0,60.071,20.3,20.569,40.853,41.814,9.069,24,12,25.025,31,0,20.651
2020,3,22,0,31,16,28.988,0,0,17.474,0,21.787,18.325,0,0,42.309,3.1,0,21.905,39.884,10.203,12,0,22.4,31,9.602,31.395
2020,3,23,56.977,42.444,29.237,13.95,0,0,27.779,0,21.56,16.598,0,0,40.995,0,0,32.056,46,11.337,0,12,0,0,44.215,60.386
2020,3,24,70.833,16,47.475,27.639,0,0,12.543,0,4.06,4.366,0,0,19.246,0,0,22.068,51,60,12,21.698,24.365,26.144,29.842,63.699
2020,3,25,43.813,33.426,58.495,92,80,63.356,31.723,0,15.304,11.559,0,0,39.88,0,0,25.057,48,0,9,12,31,36.44,0,60
2020,3,26,4.941,36,36,97,40,0,43.568,0,24.193,18.062,34,0,49.302,0,0,28.015,15.3,43,32.826,16,62,40.126,0,54.793
2020,3,27,28.921,38,31.5,76,38.457,0,60,0,29.684,18.824,0,0,78.561,0,0,50.153,30.7,47,24,0,0,30.633,25.646,0.716
2020,3,28,0,0,48.562,0,0,11,25,0,14.759,12.796,27,0,45.347,0,22.667,27.345,13.961,5.286,39.996,2.392,32,50.662,43.111,60
2020,3,29,26.4,40,94,0,0,32,60,20.428,42.5,31.667,31,0,80,21.116,33,75.158,80,10.393,0,0,0,0,0,0
2020,3,30,0,0,93,82.8,0,41.818,0,0.5,12.323,0,49.307,0,60.815,0,0,36.419,0,12.709,12,0,15.3,51.662,95,0
2020,3,31,40,0,95,29.57,0,41.818,72.75,0,11.027,0,50.076,0,73.083,0,0,62,18.286,10,0,0,43.7,24.7,49,0
2020,4,1,2.831,0,26,0,0,0,38.723,0,17.814,0,29.486,0,53.162,89,58.671,87.7,77,70.3,86.358,0,79.7,0,94,0
2020,4,2,36.321,0,96,0,0,54.857,76.8,0,26.857,0,20.8,3.96,29.374,43,8.545,36.667,25.467,13.929,12,19,0,5.157,87,0
2020,4,3,26.954,0,91,0,0,38.889,82.4,0,19.679,0,44,0,42.221,28.125,5.254,15.3,38.477,0.99,0,0,0,9.308,43.417,36.286
2020,4,4,31,93,85.3,50,0,31,75.06,60,12.443,0,28.849,0,70.571,16.046,29.574,53.311,51,63.117,0,0.249,32.606,0,94,34.829
2020,4,5,61.816,62,60.329,70,0,60,68.8,10.839,13.457,21.303,21.56,11.011,33.778,23.605,7.537,0,28.5,20.046,18.733,0,27.631,0,67.673,29.113
2020,4,6,61.15,62,47.584,55,0,0,72.254,80,25.764,30.7,36.578,0,30.6,47,0,32,16,97,15.785,13.337,0,0,66.605,30.919
2020,4,7,49.415,92,65.056,80,0,0,0,0,0,0,0,0,21.769,31,0.818,0,41.794,4.529,0,10.531,23.668,31,13.956,21.699
2020,4,8,25.233,36,27,0,0,40.414,1.831,30.7,0,59.981,22.791,34.945,19.731,60,15.514,78.341,60.945,49.985,34.945,0,65.945,0,9.727,14.143
2020,4,9,19,56,39.001,56,0,80,36.453,4.329,68,40,0,8.01,32.182,0,54.198,61.4,41.087,29.595,2.8,18,16,0,17.7,31
2020,4,10,0,0,0,13,0,0,10.156,10.072,16,16,0,3.745,28.7,0,33.923,40,13.482,19.991,0,9.363,0,26.266,0,41.049
2020,4,11,0,60,0,0,6.732,0,23.639,30.857,23.59,0.5,0,5.602,72,0,48.682,0,46.26,39.921,0,31,31,61.932,95,75.444
2020,4,12,10.936,60,0,0,0,40,42.514,9.655,32.885,18.2,0,17.042,57.6,0,52.566,0,45,16,0,10,12,0,16,33.627
2020,4,13,0,60,0,0,0,0,49.263,26,45.47,36,0,59.444,90.7,15.3,63.5,36.052,42,0,8,12,0,0,31,0
2020,4,14,0,41,0,0,0,0,29.769,26,28.639,76,87,41.667,66,43.45,49.735,18.252,21.749,0,0,12,16,27.489,62,0
2020,4,15,0,60,80,62.45,47.393,58.487,51.216,34,30.197,76,59.955,51.522,80,54.428,49.38,37.681,35.513,56.928,32.877,22.675,16,34.966,60,0
2020,4,16,0,60,0,63.136,45.896,34.615,47.402,32,27.969,76,59.33,53.738,97,71.119,61.881,40.548,46.839,5.671,31,29,0,0,29.763,0
2020,4,17,0,0,0,46,40.993,0,39.682,0,53,68.583,116,54.456,100,72,88.388,19.583,60,0,0,0,15.3,40.066,96,60
2020,4,18,14.517,60,51.4,30.7,46,61.583,31.909,0,31.5,0,101,53.982,100,55,73.571,39.685,0,0,44.057,0,28.11,13.22,40,32.207
2020,4,19,10.667,63,38,0,16,52.5,29.232,74.224,63.886,0,85,9.372,56,34.28,21.111,49.524,0,16,0,0,0,13.104,10.032,31
2020,4,20,5.3,60,63.107,59.173,39.917,49.6,49.157,74.7,56.714,0,77.93,29.476,0,64.4,51.882,36,0,54.569,26.995,43,16,38.552,26.621,71.052
2020,4,21,47.4,47.45,48.7,2.136,25,49.071,33.231,33.8,9.247,0,13.442,10.63,0,0,21.421,0,0,0,0,11,0,18.728,25.126,90
2020,4,22,40,60,83.462,29,46.745,55,48.876,89,25.892,0,13.2,10.059,0,0,21.931,0,0,12.612,0,11,0,14.57,25.362,86
2020,4,23,30.7,0,60,27,47.547,31.193,42.436,91,31.441,0,19.767,16.8,0.314,0,36,0,0,13.429,0,2,0,48.493,37.895,68
2020,4,24,40,37.6,92,91,56.875,90.7,52.809,0,48.548,11.8,32.687,46.667,0,0,82,0,0,49.002,24,31,60,76,39.32,91
2020,4,25,3.716,0,0,15.3,52.716,60,47.753,0,39.301,32.5,99.596,69.417,0,0,119,52,15.3,31,34.794,0,42.827,62,51.609,54.559
2020,4,26,0,18.177,0,15.3,52.315,9.724,26.667,0,41.697,0,58.751,0,14.115,0,40,116,75.321,60,0,24.899,0,33,17.714,25.125
2020,4,27,6.514,6.36,0,40,46.945,6.63,22.5,0,40.394,0,72.758,30,72,0,0,0,0,23.4,0,16,3,9.491,0,0
2020,4,28,0,0,0,44.5,53.341,35.837,39.137,76.8,40.5,0,67.675,31,75,0,0,19.293,0,33,0,2,0,1.783,0,0
2020,4,29,1.513,0,0,4.964,19.5,20.639,29.797,60,37.904,60,57,85,55.895,60,62.573,90.7,0,46.573,50.491,12,77.7,68.989,0,45.176
2020,4,30,42.902,8.2,0,38.5,42.33,35.448,44.063,65.7,39.394,60,43.588,54,60,60,61,44.457,0,10.079,13,8,0,0,0,3
2020,5,1,0,0,0,3.81,9,9.501,18.914,0,19.96,0,9.342,34,0,33,36,26.429,0,13.972,6.788,0,0,0,0,9
2020,5,2,0,0,0,12,9.721,23.694,21.452,0,15.866,0,11.171,0,0,29.412,23.2,60.714,0,24.27,26.896,16,0,57.458,0,48
2020,5,3,0,0,40,96,60.625,65.333,47.307,27.328,10.139,0,9.944,0,0,22.382,0,0,44.7,7.57,0,0,0,23.365,31,38.366
2020,5,4,23.099,0,7.005,29,41,63.333,47.311,29.539,11.137,0,9.617,0,0,14.739,0,40,43,47.4,0,0,11.019,44.5,0,60
2020,5,5,22.385,24,27.733,37.6,0,60.085,53.065,24.269,29.894,0,20,0,0,0,15.3,16,11.12,20.92,0,0,0,0,4,3
2020,5,6,5.407,0,9.453,59,0,38.16,43.799,28.445,21,0,21,0,0,10.318,16.756,7.609,9.069,0,12,14.85,16,39.972,23.091,60
2020,5,7,34.875,0,25.105,30.333,0,77.646,34.144,13.973,44.5,1.9,44.5,0,0,40,28.4,13.453,31,0,0,0,42.169,31,0,21
2020,5,8,28.121,0,9.223,31,0,14.172,22.618,0,31.608,0,8,0,0,33,14.4,6.271,8.727,31,0,0,2.909,31,0,44.052
2020,5,9,25.917,0,26.418,0,0,95,8.064,0,47.12,57.574,8.256,0,0,0,39.2,29.4,33.333,29.284,16,7.622,16.082,10.827,69.337,33.892
2020,5,10,38,0,34.545,0,0,75,5.548,0,42.903,49.26,5.536,0,0,0,36,11.3,34.667,60,31,0,20.661,0,58,95
2020,5,11,13.286,5.199,41.64,30.7,0,94,47,47.5,52.097,0,60,0,0,40,2.294,37.545,32,43.194,20.786,15.04,37.515,0,25.324,22.806
2020,5,12,23.25,46,46,18.538,43.937,55.03,50.077,40,25.788,0,0,0,11.243,30.7,30.7,14.944,26.305,19.995,0,3,0,0,1.226,0
2020,5,13,0.786,3.541,5.066,10,3.277,13.471,16.534,19.5,16.213,0,0,0,16.696,30.7,20.887,14.041,21.841,0,0,0,0,0,32,0
2020,5,14,13.048,33.194,19.793,30.7,47.526,53.254,36.228,41.317,40.689,2.7,0,0,15.3,0,0,38.194,31,3.132,15.712,36,0,47,62,0
2020,5,15,23.136,46.5,43.348,40,50.133,56.805,46.084,46.5,41.04,0,0,0,30.7,0,15.3,47,69.516,78.938,0,12,30.927,31,31,0
2020,5,16,20.312,26.723,32.483,0,16.145,20.592,14.257,10.5,8.801,0,17,33,7.547,0,33,20.7,24.263,0,8,0,0,0,1.913,3.812
2020,5,17,5.261,7,11.849,0,12.101,17.042,13.233,13.5,8.096,16,11.899,9.6,15.893,0,15.3,22.7,24.334,0,0,0,0,0,2.591,9.471
2020,5,18,6.395,0,24.04,0,34.502,34.181,14.483,26,15.707,0,0,0,18.944,0,0,31,24.223,0,2.259,12,0,0,11.655,0
2020,5,19,19.646,0,46.113,0,47.25,44.941,10.046,30.5,27.36,0,27.8,30.7,10.245,0,0,3.876,22.051,0,0,0,0,0,7.952,0
2020,5,20,16.787,0,30.934,0,18.669,25.319,10.502,29,30.438,0,28.212,0,10.619,0,28.804,34.094,0,0,0,12,0,0,8.674,5.479
2020,5,21,9.926,0,52.519,0,51.795,55.702,9.822,25,18.146,0,0,0,26.561,0,31,0,35.003,21.99,0,41,31,0,88.861,48.614
2020,5,22,0,0,27.67,0,50.427,95,14.3,40,31.92,40,67.237,29.221,47.5,30.7,57,0,82.8,24.222,1.355,0,0,1.235,2.154,19.092
2020,5,23,0,52,25.62,0,44.658,93,13.099,95,68.549,94,51.881,0,57.143,30.7,72,0,60.38,29,14.937,3,0,10.236,21.9,12.063
2020,5,24,0,0,0,0,0,45,19.852,56,13.412,16,16,16,17.5,15.3,60,31,0,16,0,12,15.329,24.965,20.591,16.002
2020,5,25,0,3,14.4,31,22.893,25.68,43.878,37,14.272,30.9,63,73,48.889,35,0,85,69.082,16,79.286,27.039,26.677,13.545,72.7,30
2020,5,26,71.556,60,68.2,33.723,48.903,39.84,34.026,24,39.457,26.4,44,38,25.241,21.219,37.805,31,31,16.622,12,0,0,0,0,0
2020,5,27,19.463,0,7.191,2.559,9.851,16.1,33.531,60,43.39,42.8,38.108,85,59.048,40.746,74.688,42.738,43,16.916,0,0,41.735,0,0,0
2020,5,28,56.74,0,56.222,48.004,47.104,62.663,42.056,31,16.19,31,33.344,0,34.552,28.799,45.856,31,29.782,21.897,0,32.003,56.086,41.921,0,0
2020,5,29,41.954,40.25,40.95,46.753,43.452,58.585,72.016,60,18.025,93,92,32.333,53.386,27.623,37.1,37.293,31,7,0,0,3.136,67.012,24.83,31
2020,5,30,46.184,62.362,28.193,50.094,46.666,71.262,68.597,82,21.516,87,3.993,47.962,48.75,34.778,50.556,40.348,39,57.55,47,47,54.421,55.897,60,38
2020,5,31,25.6,19.719,16.423,19.032,31.373,56.8,67.82,99,13.969,94,2.852,51.092,52.5,25.261,99,60.081,60,0,32,24,47.252,36.473,60,54.393
2020,6,1,37.652,51.38,47.95,33.654,49.02,78.4,84.182,92,14.157,64.5,2.493,37.379,36.429,31.078,31.433,30.631,31,0,3,0,0,39,31,8.5
2020,6,2,11.215,35.281,22.193,13.518,15.428,21,10.427,16,8,0,0,14.163,18.214,13.398,14.218,14.461,28.306,0,0,0,0,71,31,33
2020,6,3,33.091,48.203,46.838,50.193,50.24,95,70.796,94,15.322,0,0,29.266,36.269,18.855,44.117,45.7,20.065,0,16.414,0,0,87,0,31
2020,6,4,33.091,41.25,47.353,51.474,47.491,87,26.057,22,8.343,16,0,17.356,30.151,11.598,40,16,9.34,0,12,0,0,91,0,32
2020,6,5,33.091,42.211,49.189,42.712,23.091,22,14.002,16,11.036,22,0,37.186,47,17.359,82.8,31,10.57,2.559,0,38.764,2.961,31,35.471,38
2020,6,6,34.545,43.129,55.997,59.304,55.376,92,51.342,42,11.5,20,0,18.934,29.7,16.099,36,0,11.244,0,0,0,0,33.107,7.988,35
2020,6,7,47,40.112,51.954,60,52.4,70,47.666,94,37.89,48.837,31.531,16.628,0,34.997,50.811,0,65.393,42.537,51.492,56.346,1.93,76,28.944,91
2020,6,8,22.463,49.991,46.838,0,71.644,92,44.191,60,12.192,7.776,16,16.5,17.7,11.913,0,23.235,7.429,0,0,0,0,0,3,4
2020,6,9,6.468,6.961,9.786,0,16.409,56,22.462,32,5.348,5.368,0,16.5,17.7,14.621,0,12.819,0,0,0,0.619,0,7.316,54,76
2020,6,10,33.325,24.596,32.37,0,41.51,84,33.489,60,11.414,13.521,23,33.5,51.7,33,0,22.425,31,0,0,21,43.055,7.2,10.2,74
2020,6,11,0,25.709,10.419,0,47.362,88,0,0,32.135,38.324,60,0,98,0,0,15.2,61.2,99,93,12.232,17.704,82.511,17,0
2020,6,12,0,51,38.746,0,36.063,79,0,0,8.295,8.056,16,0,34,12.7,31,0,38,10.616,8,0,8.928,31,0,5.2
2020,6,13,0,53,24.674,0,42.579,91,0,41.933,68.325,43.802,55,1,66,19.862,45,0,44,11.652,0,0,0,4,0,0
2020,6,14,0,0,7.27,0,11.473,21,0,12.869,6.636,8.056,16,0,33,7.064,33,0,36,0,0,0,0,6.5,0,0
2020,6,15,0,0,2.97,0,11.931,21,0,16,6.636,8.056,0,0,33,2.73,31,31,52,0,0,0,1.132,62.389,3.438,2.2
2020,6,16,0,0,46.946,0,31.298,69,0,54,0,25.757,0,0,40,0,31,31,88.7,96,8.055,8.055,1.116,67.079,37.721,32.516
2020,6,17,14.39,31,47,0,51.307,0,0,0,0,51.416,12.402,0,0,43.5,0,0,0,0,45.392,20.77,7.346,1,43.719,62
2020,6,18,10.508,0,25.248,0,46.595,81,0,78.313,0,96,0,21.842,41.519,48.5,36.311,56.075,78,16,0,17.017,28,32,66.065,41.996
2020,6,19,22.325,0,36.793,0,50.885,0,0,95,0,43,0,47,0,31,16,32,12.644,28.79,0.277,9.97,12.85,0,36.572,52.143
2020,6,20,8.22,0,41.023,0,37.505,0,0,0,0,34,0,36,0,21.694,33,37,37,0,0,0,0,0,0,0
2020,6,21,3.235,0,18.217,0,6.282,29,0,0,0,8,0,22.406,0,14.473,23.529,0,53,0,0,0,54.303,0,46.3,0
2020,6,22,12.87,0,47.808,0,37.388,34,0,34,5.654,23.086,26.808,32,58.7,13.279,41.5,0,8.079,0,31.797,18.536,52.674,0,15.3,0
2020,6,23,12.268,0,48,30.7,34.456,35,0,9,0,27.184,0,0,52,19.553,28,0,30.791,12,12,0,10.016,0,31,0
2020,6,24,11.309,0,47.808,32,30.182,31,0,0,0,15.725,0,0,34,5.792,21.855,0,17.321,0,12,0,1.803,0,31,0
2020,6,25,10.71,0,16.14,1.67,14.989,0,0,0,16.875,16.8,0,24.505,35,21.601,25.666,0,32.576,0,12,0,13.019,0,20.63,0
