Year,Month,Day,Period,1,2,3
2020,1,3,11,30.873,0,0
2020,1,3,12,30.492,0,0
2020,1,3,13,30.206,0,0
2020,1,3,14,30.005,0,0
2020,1,3,15,29.783,0,0
2020,1,3,16,29.699,0,0
2020,1,3,17,30.947,0,0
2020,1,3,18,33.728,0,0
2020,1,3,19,32.893,0,0
2020,1,3,20,31.697,0,0
2020,1,3,21,30.894,0,0
2020,1,3,22,29.265,0,0
2020,1,3,23,27.139,0,0
2020,1,3,24,25.722,0,0
2020,1,4,1,25.129,0,0
2020,1,4,2,24.728,0,0
2020,1,4,3,24.95,0,0
2020,1,4,4,25.32,0,0
2020,1,4,5,26.663,0,0
2020,1,4,6,28.577,0,0
2020,1,4,7,30.27,0,0
2020,1,4,8,30.989,0,0
2020,1,4,9,30.809,0,0
2020,1,4,10,30.375,0,0
2020,1,4,11,29.878,0,0
2020,1,4,12,29.201,0,0
2020,1,4,13,28.535,0,0
2020,1,4,14,27.858,0,0
2020,1,4,15,27.742,0,0
2020,1,4,16,28.059,0,0
2020,1,4,17,30.1,0,0
2020,1,4,18,32.903,0,0
2020,1,4,19,32.152,0,0
2020,1,4,20,31.296,0,0
2020,1,4,21,30.069,0,0
2020,1,4,22,28.366,0,0
2020,1,4,23,26.589,0,0
2020,1,4,24,25.595,0,0
2020,1,5,1,25.129,0,0
2020,1,5,2,24.95,0,0
2020,1,5,3,25.098,0,0
2020,1,5,4,25.648,0,0
2020,1,5,5,26.695,0,0
2020,1,5,6,28.609,0,0
2020,1,5,7,30.449,0,0
2020,1,5,8,31.063,0,0
2020,1,5,9,30.545,0,0
2020,1,5,10,29.942,0,0
2020,1,5,11,28.948,0,0
2020,1,5,12,28.313,0,0
2020,1,5,13,27.647,0,0
2020,1,5,14,27.16,0,0
2020,1,5,15,27.171,0,0
2020,1,5,16,27.425,0,0
2020,1,5,17,29.857,0,0
2020,1,5,18,33.295,0,0
2020,1,5,19,33.199,0,0
2020,1,5,20,32.459,0,0
2020,1,5,21,30.904,0,0
2020,1,5,22,28.514,0,0
2020,1,5,23,26.325,0,0
2020,1,5,24,25.521,0,0
2020,1,6,1,25.246,0,0
2020,1,6,2,25.288,0,0
2020,1,6,3,25.806,0,0
2020,1,6,4,27.054,0,0
2020,1,6,5,30.587,0,0
2020,1,6,6,35.717,0,0
2020,1,6,7,37.832,0,0
2020,1,6,8,35.664,0,0
2020,1,6,9,33.326,0,0
2020,1,6,10,32.173,0,0
2020,1,6,11,31.296,0,0
2020,1,6,12,30.608,0,0
2020,1,6,13,29.931,0,0
2020,1,6,14,29.402,0,0
2020,1,6,15,29.307,0,0
2020,1,6,16,29.498,0,0
2020,1,6,17,31.793,0,0
2020,1,6,18,35.505,0,0
2020,1,6,19,35.516,0,0
2020,1,6,20,34.733,0,0
2020,1,6,21,33.379,0,0
2020,1,6,22,30.481,0,0
2020,1,6,23,28.049,0,0
2020,1,6,24,26.843,0,0
2020,1,7,1,26.822,0,0
2020,1,7,2,26.727,0,0
2020,1,7,3,27.224,0,0
2020,1,7,4,28.493,0,0
2020,1,7,5,32.089,0,0
2020,1,7,6,37.176,0,0
2020,1,7,7,38.942,0,0
2020,1,7,8,36.795,0,0
2020,1,7,9,33.929,0,0
2020,1,7,10,32.269,0,0
2020,1,7,11,30.989,0,0
2020,1,7,12,30.27,0,0
2020,1,7,13,30.069,0,0
2020,1,7,14,29.286,0,0
2020,1,7,15,29.064,0,0
2020,1,7,16,29.349,0,0
2020,1,7,17,31.613,0,0
2020,1,7,18,35.103,0,0
2020,1,7,19,34.997,0,0
2020,1,7,20,34.638,0,0
2020,1,7,21,33.051,0,0
2020,1,7,22,30.576,0,0
2020,1,7,23,27.996,0,0
2020,1,7,24,27.202,0,0
2020,1,8,1,26.716,0,0
2020,1,8,2,26.991,0,0
2020,1,8,3,27.52,0,0
2020,1,8,4,29.286,0,0
2020,1,8,5,32.639,0,0
2020,1,8,6,38.234,0,0
2020,1,8,7,40.603,0,0
2020,1,8,8,38.361,0,0
2020,1,8,9,34.923,0,0
2020,1,8,10,32.935,0,0
2020,1,8,11,31.56,0,0
2020,1,8,12,30.481,0,0
2020,1,8,13,29.899,0,0
2020,1,8,14,29.371,0,0
2020,1,8,15,29.138,0,0
2020,1,8,16,29.646,0,0
2020,1,8,17,31.824,0,0
2020,1,8,18,35.516,0,0
2020,1,8,19,35.442,0,0
2020,1,8,20,34.849,0,0
2020,1,8,21,33.792,0,0
2020,1,8,22,31.021,0,0
2020,1,8,23,28.525,0,0
2020,1,8,24,27.425,0,0
2020,1,9,1,27.128,0,0
2020,1,9,2,27.202,0,0
2020,1,9,3,27.826,0,0
2020,1,9,4,29.307,0,0
2020,1,9,5,32.967,0,0
2020,1,9,6,38.562,0,0
2020,1,9,7,40.381,0,0
2020,1,9,8,38.255,0,0
2020,1,9,9,35.082,0,0
2020,1,9,10,33.02,0,0
2020,1,9,11,31.581,0,0
2020,1,9,12,30.693,0,0
2020,1,9,13,29.984,0,0
2020,1,9,14,29.424,0,0
2020,1,9,15,29.149,0,0
2020,1,9,16,29.328,0,0
2020,1,9,17,31.422,0,0
2020,1,9,18,35.23,0,0
2020,1,9,19,35.304,0,0
2020,1,9,20,34.743,0,0
2020,1,9,21,33.538,0,0
2020,1,9,22,31.021,0,0
2020,1,9,23,28.419,0,0
2020,1,9,24,27.044,0,0
2020,1,10,1,26.779,0,0
2020,1,10,2,26.801,0,0
2020,1,10,3,27.308,0,0
2020,1,10,4,28.683,0,0
2020,1,10,5,32.184,0,0
2020,1,10,6,37.673,0,0
2020,1,10,7,39.471,0,0
2020,1,10,8,37.335,0,0
2020,1,10,9,34.352,0,0
2020,1,10,10,32.448,0,0
2020,1,10,11,31.327,0,0
2020,1,10,12,30.333,0,0
2020,1,10,13,29.54,0,0
2020,1,10,14,29.328,0,0
2020,1,10,15,28.842,0,0
2020,1,10,16,28.979,0,0
2020,1,10,17,30.492,0,0
2020,1,10,18,33.337,0,0
2020,1,10,19,32.755,0,0
2020,1,10,20,32.152,0,0
2020,1,10,21,31.232,0,0
2020,1,10,22,29.339,0,0
2020,1,10,23,27.171,0,0
2020,1,10,24,25.838,0,0
2020,1,11,1,25.214,0,0
2020,1,11,2,25.045,0,0
2020,1,11,3,25.077,0,0
2020,1,11,4,25.574,0,0
2020,1,11,5,26.652,0,0
2020,1,11,6,28.651,0,0
2020,1,11,7,30.714,0,0
2020,1,11,8,31.835,0,0
2020,1,11,9,31.782,0,0
2020,1,11,10,30.936,0,0
2020,1,11,11,30.344,0,0
2020,1,11,12,29.339,0,0
2020,1,11,13,28.704,0,0
2020,1,11,14,27.858,0,0
2020,1,11,15,27.636,0,0
2020,1,11,16,27.837,0,0
2020,1,11,17,29.614,0,0
2020,1,11,18,32.533,0,0
2020,1,11,19,32.068,0,0
2020,1,11,20,31.285,0,0
2020,1,11,21,30.069,0,0
2020,1,11,22,28.271,0,0
2020,1,11,23,26.24,0,0
2020,1,11,24,25.087,0,0
2020,1,12,1,24.315,0,0
2020,1,12,2,23.977,0,0
2020,1,12,3,23.681,0,0
2020,1,12,4,23.765,0,0
2020,1,12,5,24.706,0,0
2020,1,12,6,26.452,0,0
2020,1,12,7,28.133,0,0
2020,1,12,8,29.159,0,0
2020,1,12,9,29.381,0,0
2020,1,12,10,29.286,0,0
2020,1,12,11,28.852,0,0
2020,1,12,12,28.44,0,0
2020,1,12,13,27.763,0,0
2020,1,12,14,27.107,0,0
2020,1,12,15,27.139,0,0
2020,1,12,16,27.636,0,0
2020,1,12,17,29.868,0,0
2020,1,12,18,33.76,0,0
2020,1,12,19,33.77,0,0
2020,1,12,20,32.893,0,0
2020,1,12,21,31.835,0,0
2020,1,12,22,30.122,0,0
2020,1,12,23,27.805,0,0
2020,1,12,24,26.695,0,0
2020,1,13,1,26.504,0,0
2020,1,13,2,26.61,0,0
2020,1,13,3,27.076,0,0
2020,1,13,4,28.567,0,0
2020,1,13,5,31.243,0,0
2020,1,13,6,35.167,0,0
2020,1,13,7,37.345,0,0
2020,1,13,8,37.25,0,0
2020,1,13,9,35.992,0,0
2020,1,13,10,35.071,0,0
2020,1,13,11,33.908,0,0
2020,1,13,12,32.353,0,0
2020,1,13,13,31.306,0,0
2020,1,13,14,30.27,0,0
2020,1,13,15,29.889,0,0
2020,1,13,16,30.27,0,0
2020,1,13,17,33.665,0,0
2020,1,13,18,37.515,0,0
2020,1,13,19,37.779,0,0
2020,1,13,20,37.102,0,0
2020,1,13,21,36.108,0,0
2020,1,13,22,33.263,0,0
2020,1,13,23,30.492,0,0
2020,1,13,24,29.91,0,0
2020,1,14,1,29.646,0,0
2020,1,14,2,29.847,0,0
2020,1,14,3,30.64,0,0
2020,1,14,4,32.343,0,0
2020,1,14,5,36.33,0,0
2020,1,14,6,42.507,0,0
2020,1,14,7,44.791,0,0
2020,1,14,8,41.713,0,0
2020,1,14,9,37.821,0,0
2020,1,14,10,35.283,0,0
2020,1,14,11,33.242,0,0
2020,1,14,12,31.951,0,0
2020,1,14,13,30.756,0,0
2020,1,14,14,30.026,0,0
2020,1,14,15,29.519,0,0
2020,1,14,16,29.942,0,0
2020,1,14,17,32.438,0,0
2020,1,14,18,37.081,0,0
2020,1,14,19,37.525,0,0
2020,1,14,20,37.303,0,0
2020,1,14,21,36.467,0,0
2020,1,14,22,33.358,0,0
2020,1,14,23,30.862,0,0
2020,1,14,24,29.529,0,0
2020,1,15,1,29.223,0,0
2020,1,15,2,29.201,0,0
2020,1,15,3,29.677,0,0
2020,1,15,4,31.306,0,0
2020,1,15,5,35.494,0,0
2020,1,15,6,41.132,0,0
2020,1,15,7,43.12,0,0
2020,1,15,8,40.783,0,0
2020,1,15,9,37.25,0,0
2020,1,15,10,34.648,0,0
2020,1,15,11,32.681,0,0
2020,1,15,12,31.549,0,0
2020,1,15,13,30.64,0,0
2020,1,15,14,29.921,0,0
2020,1,15,15,29.54,0,0
2020,1,15,16,29.847,0,0
2020,1,15,17,32.184,0,0
2020,1,15,18,36.605,0,0
2020,1,15,19,36.869,0,0
2020,1,15,20,36.541,0,0
2020,1,15,21,35.389,0,0
2020,1,15,22,32.131,0,0
2020,1,15,23,29.17,0,0
2020,1,15,24,27.795,0,0
2020,1,16,1,27.34,0,0
2020,1,16,2,27.224,0,0
2020,1,16,3,27.245,0,0
2020,1,16,4,28.63,0,0
2020,1,16,5,31.729,0,0
2020,1,16,6,36.795,0,0
2020,1,16,7,39.08,0,0
2020,1,16,8,36.933,0,0
2020,1,16,9,34.68,0,0
2020,1,16,10,33.337,0,0
2020,1,16,11,32.522,0,0
2020,1,16,12,31.803,0,0
2020,1,16,13,31.243,0,0
2020,1,16,14,30.788,0,0
2020,1,16,15,30.397,0,0
2020,1,16,16,30.904,0,0
2020,1,16,17,33.051,0,0
2020,1,16,18,37.25,0,0
2020,1,16,19,37.366,0,0
2020,1,16,20,36.742,0,0
2020,1,16,21,35.801,0,0
2020,1,16,22,32.713,0,0
2020,1,16,23,30.132,0,0
2020,1,16,24,29.053,0,0
2020,1,17,1,28.916,0,0
2020,1,17,2,29.022,0,0
2020,1,17,3,29.624,0,0
2020,1,17,4,31.052,0,0
2020,1,17,5,34.828,0,0
2020,1,17,6,40.444,0,0
2020,1,17,7,42.993,0,0
2020,1,17,8,39.989,0,0
2020,1,17,9,36.425,0,0
2020,1,17,10,33.94,0,0
2020,1,17,11,32.046,0,0
2020,1,17,12,30.788,0,0
2020,1,17,13,29.836,0,0
2020,1,17,14,29.106,0,0
2020,1,17,15,28.556,0,0
2020,1,17,16,28.863,0,0
2020,1,17,17,30.693,0,0
2020,1,17,18,34.447,0,0
2020,1,17,19,34.997,0,0
2020,1,17,20,34.638,0,0
2020,1,17,21,34.511,0,0
2020,1,17,22,32.787,0,0
2020,1,17,23,30.777,0,0
2020,1,17,24,29.857,0,0
2020,1,18,1,29.508,0,0
2020,1,18,2,29.646,0,0
2020,1,18,3,30.016,0,0
2020,1,18,4,30.947,0,0
2020,1,18,5,32.745,0,0
2020,1,18,6,35.706,0,0
2020,1,18,7,38.35,0,0
2020,1,18,8,38.889,0,0
2020,1,18,9,37.06,0,0
2020,1,18,10,34.997,0,0
2020,1,18,11,32.745,0,0
2020,1,18,12,30.809,0,0
2020,1,18,13,29.328,0,0
2020,1,18,14,28.44,0,0
2020,1,18,15,27.742,0,0
2020,1,18,16,27.996,0,0
2020,1,18,17,29.942,0,0
2020,1,18,18,33.707,0,0
2020,1,18,19,33.94,0,0
2020,1,18,20,33.485,0,0
2020,1,18,21,32.893,0,0
2020,1,18,22,31.581,0,0
2020,1,18,23,30.058,0,0
2020,1,18,24,29.244,0,0
2020,1,19,1,28.99,0,0
2020,1,19,2,29.127,0,0
2020,1,19,3,29.582,0,0
2020,1,19,4,30.428,0,0
2020,1,19,5,32.025,0,0
2020,1,19,6,34.352,0,0
2020,1,19,7,36.658,0,0
2020,1,19,8,37.345,0,0
2020,1,19,9,35.759,0,0
2020,1,19,10,33.58,0,0
2020,1,19,11,31.719,0,0
2020,1,19,12,30.449,0,0
2020,1,19,13,29.191,0,0
2020,1,19,14,28.112,0,0
2020,1,19,15,27.551,0,0
2020,1,19,16,28.08,0,0
2020,1,19,17,30.1,0,0
2020,1,19,18,34.5,0,0
2020,1,19,19,35.272,0,0
2020,1,19,20,34.765,0,0
2020,1,19,21,33.379,0,0
2020,1,19,22,30.798,0,0
2020,1,19,23,28.525,0,0
2020,1,19,24,27.34,0,0
2020,1,20,1,27.107,0,0
2020,1,20,2,27.202,0,0
2020,1,20,3,27.541,0,0
2020,1,20,4,29.106,0,0
2020,1,20,5,32.596,0,0
2020,1,20,6,38.339,0,0
2020,1,20,7,40.486,0,0
2020,1,20,8,37.927,0,0
2020,1,20,9,35.219,0,0
2020,1,20,10,33.474,0,0
2020,1,20,11,32.131,0,0
2020,1,20,12,31.338,0,0
2020,1,20,13,30.513,0,0
2020,1,20,14,29.751,0,0
2020,1,20,15,29.424,0,0
2020,1,20,16,29.635,0,0
2020,1,20,17,31.454,0,0
2020,1,20,18,35.473,0,0
2020,1,20,19,35.695,0,0
2020,1,20,20,34.839,0,0
2020,1,20,21,33.136,0,0
2020,1,20,22,30.259,0,0
2020,1,20,23,27.668,0,0
2020,1,20,24,26.166,0,0
2020,1,21,1,25.828,0,0
2020,1,21,2,25.605,0,0
2020,1,21,3,26.05,0,0
2020,1,21,4,27.16,0,0
2020,1,21,5,30.513,0,0
2020,1,21,6,35.357,0,0
2020,1,21,7,37.218,0,0
2020,1,21,8,35.272,0,0
2020,1,21,9,33.538,0,0
2020,1,21,10,32.29,0,0
2020,1,21,11,31.253,0,0
2020,1,21,12,30.746,0,0
2020,1,21,13,30.227,0,0
2020,1,21,14,30.386,0,0
2020,1,21,15,29.677,0,0
2020,1,21,16,29.677,0,0
2020,1,21,17,31.031,0,0
2020,1,21,18,34.955,0,0
2020,1,21,19,34.712,0,0
2020,1,21,20,33.813,0,0
2020,1,21,21,32.459,0,0
2020,1,21,22,29.339,0,0
2020,1,21,23,26.578,0,0
2020,1,21,24,25.214,0,0
2020,1,22,1,24.749,0,0
2020,1,22,2,24.696,0,0
2020,1,22,3,24.918,0,0
2020,1,22,4,26.081,0,0
2020,1,22,5,29.127,0,0
2020,1,22,6,34.479,0,0
2020,1,22,7,37.705,0,0
2020,1,22,8,35.875,0,0
2020,1,22,9,33.252,0,0
2020,1,22,10,31.888,0,0
2020,1,22,11,30.989,0,0
2020,1,22,12,30.767,0,0
2020,1,22,13,30.344,0,0
2020,1,22,14,30.026,0,0
2020,1,22,15,29.751,0,0
2020,1,22,16,30.016,0,0
2020,1,22,17,31.592,0,0
2020,1,22,18,35.568,0,0
2020,1,22,19,35.865,0,0
2020,1,22,20,35.156,0,0
2020,1,22,21,33.929,0,0
2020,1,22,22,30.746,0,0
2020,1,22,23,28.25,0,0
2020,1,22,24,27.054,0,0
2020,1,23,1,26.716,0,0
2020,1,23,2,26.938,0,0
2020,1,23,3,27.53,0,0
2020,1,23,4,29.223,0,0
2020,1,23,5,33.083,0,0
2020,1,23,6,38.815,0,0
2020,1,23,7,41.047,0,0
2020,1,23,8,38.657,0,0
2020,1,23,9,35.452,0,0
2020,1,23,10,33.316,0,0
2020,1,23,11,31.581,0,0
2020,1,23,12,30.608,0,0
2020,1,23,13,29.931,0,0
2020,1,23,14,29.191,0,0
2020,1,23,15,29.159,0,0
2020,1,23,16,29.55,0,0
2020,1,23,17,31.401,0,0
2020,1,23,18,35.505,0,0
2020,1,23,19,35.928,0,0
2020,1,23,20,35.304,0,0
2020,1,23,21,34.151,0,0
2020,1,23,22,31.19,0,0
2020,1,23,23,28.45,0,0
2020,1,23,24,27.583,0,0
2020,1,24,1,27.245,0,0
2020,1,24,2,27.467,0,0
2020,1,24,3,28.112,0,0
2020,1,24,4,29.815,0,0
2020,1,24,5,33.411,0,0
2020,1,24,6,38.858,0,0
2020,1,24,7,41.058,0,0
2020,1,24,8,38.731,0,0
2020,1,24,9,35.547,0,0
2020,1,24,10,33.897,0,0
2020,1,24,11,32.173,0,0
2020,1,24,12,30.978,0,0
2020,1,24,13,30.069,0,0
2020,1,24,14,29.424,0,0
2020,1,24,15,29.17,0,0
2020,1,24,16,29.254,0,0
2020,1,24,17,30.735,0,0
2020,1,24,18,34.109,0,0
2020,1,24,19,34.394,0,0
2020,1,24,20,33.823,0,0
2020,1,24,21,33.189,0,0
2020,1,24,22,31.147,0,0
2020,1,24,23,29.17,0,0
2020,1,24,24,28.144,0,0
2020,1,25,1,27.742,0,0
2020,1,25,2,27.89,0,0
2020,1,25,3,28.154,0,0
2020,1,25,4,28.99,0,0
2020,1,25,5,30.873,0,0
2020,1,25,6,33.464,0,0
2020,1,25,7,35.939,0,0
2020,1,25,8,36.298,0,0
2020,1,25,9,35.283,0,0
2020,1,25,10,33.527,0,0
2020,1,25,11,31.898,0,0
2020,1,25,12,30.291,0,0
2020,1,25,13,29.138,0,0
2020,1,25,14,28.176,0,0
2020,1,25,15,27.626,0,0
2020,1,25,16,28.017,0,0
2020,1,25,17,29.72,0,0
2020,1,25,18,33.146,0,0
2020,1,25,19,33.411,0,0
2020,1,25,20,32.871,0,0
2020,1,25,21,32.131,0,0
2020,1,25,22,30.513,0,0
2020,1,25,23,28.673,0,0
2020,1,25,24,27.731,0,0
2020,1,26,1,27.234,0,0
2020,1,26,2,27.192,0,0
2020,1,26,3,27.287,0,0
2020,1,26,4,28.07,0,0
2020,1,26,5,29.275,0,0
2020,1,26,6,31.391,0,0
2020,1,26,7,33.4,0,0
2020,1,26,8,33.919,0,0
2020,1,26,9,32.819,0,0
2020,1,26,10,31.391,0,0
2020,1,26,11,29.984,0,0
2020,1,26,12,28.969,0,0
2020,1,26,13,27.879,0,0
2020,1,26,14,27.393,0,0
2020,1,26,15,27.097,0,0
2020,1,26,16,27.298,0,0
2020,1,26,17,29.075,0,0
2020,1,26,18,34.585,0,0
2020,1,26,19,34.141,0,0
2020,1,26,20,33.379,0,0
2020,1,26,21,32.142,0,0
2020,1,26,22,29.741,0,0
2020,1,26,23,27.118,0,0
2020,1,26,24,26.219,0,0
2020,1,27,1,26.028,0,0
2020,1,27,2,26.124,0,0
2020,1,27,3,26.758,0,0
2020,1,27,4,28.366,0,0
2020,1,27,5,32.099,0,0
2020,1,27,6,37.916,0,0
2020,1,27,7,39.989,0,0
2020,1,27,8,37.462,0,0
2020,1,27,9,34.669,0,0
2020,1,27,10,32.893,0,0
2020,1,27,11,31.475,0,0
2020,1,27,12,30.894,0,0
2020,1,27,13,29.995,0,0
2020,1,27,14,29.498,0,0
2020,1,27,15,29.487,0,0
2020,1,27,16,29.328,0,0
2020,1,27,17,30.703,0,0
2020,1,27,18,34.468,0,0
2020,1,27,19,34.892,0,0
2020,1,27,20,33.94,0,0
2020,1,27,21,32.522,0,0
2020,1,27,22,29.54,0,0
2020,1,27,23,26.822,0,0
2020,1,27,24,25.669,0,0
2020,1,28,1,25.352,0,0
2020,1,28,2,25.214,0,0
2020,1,28,3,25.849,0,0
2020,1,28,4,27.319,0,0
2020,1,28,5,30.915,0,0
2020,1,28,6,36.266,0,0
2020,1,28,7,38.202,0,0
2020,1,28,8,35.494,0,0
2020,1,28,9,33.083,0,0
2020,1,28,10,31.729,0,0
2020,1,28,11,30.978,0,0
2020,1,28,12,30.206,0,0
2020,1,28,13,29.73,0,0
2020,1,28,14,29.191,0,0
2020,1,28,15,29.149,0,0
2020,1,28,16,29.339,0,0
2020,1,28,17,30.566,0,0
2020,1,28,18,34.363,0,0
2020,1,28,19,34.86,0,0
2020,1,28,20,34.204,0,0
2020,1,28,21,32.628,0,0
2020,1,28,22,29.889,0,0
2020,1,28,23,27.287,0,0
2020,1,28,24,26.282,0,0
2020,1,29,1,26.06,0,0
2020,1,29,2,26.092,0,0
2020,1,29,3,26.547,0,0
2020,1,29,4,27.922,0,0
2020,1,29,5,31.56,0,0
2020,1,29,6,36.626,0,0
2020,1,29,7,38.223,0,0
2020,1,29,8,36.446,0,0
2020,1,29,9,34.13,0,0
2020,1,29,10,32.67,0,0
2020,1,29,11,31.38,0,0
2020,1,29,12,30.407,0,0
2020,1,29,13,29.974,0,0
2020,1,29,14,29.498,0,0
2020,1,29,15,29.339,0,0
2020,1,29,16,29.476,0,0
2020,1,29,17,30.418,0,0
2020,1,29,18,34.035,0,0
2020,1,29,19,34.49,0,0
2020,1,29,20,34.045,0,0
2020,1,29,21,32.734,0,0
2020,1,29,22,29.952,0,0
2020,1,29,23,27.319,0,0
2020,1,29,24,26.399,0,0
2020,1,30,1,26.039,0,0
2020,1,30,2,26.166,0,0
2020,1,30,3,26.578,0,0
2020,1,30,4,28.144,0,0
2020,1,30,5,31.581,0,0
2020,1,30,6,36.954,0,0
2020,1,30,7,38.403,0,0
2020,1,30,8,36.097,0,0
2020,1,30,9,33.347,0,0
2020,1,30,10,31.856,0,0
2020,1,30,11,30.714,0,0
2020,1,30,12,30.037,0,0
2020,1,30,13,29.751,0,0
2020,1,30,14,29.413,0,0
2020,1,30,15,29.223,0,0
2020,1,30,16,29.381,0,0
2020,1,30,17,30.439,0,0
2020,1,30,18,33.971,0,0
2020,1,30,19,34.479,0,0
2020,1,30,20,33.686,0,0
2020,1,30,21,32.353,0,0
2020,1,30,22,29.593,0,0
2020,1,30,23,26.758,0,0
2020,1,30,24,25.584,0,0
2020,1,31,1,25.087,0,0
2020,1,31,2,24.96,0,0
2020,1,31,3,25.193,0,0
2020,1,31,4,26.864,0,0
2020,1,31,5,29.741,0,0
2020,1,31,6,34.765,0,0
2020,1,31,7,36.912,0,0
2020,1,31,8,34.944,0,0
2020,1,31,9,32.766,0,0
2020,1,31,10,31.655,0,0
2020,1,31,11,30.661,0,0
2020,1,31,12,30.037,0,0
2020,1,31,13,29.91,0,0
2020,1,31,14,29.487,0,0
2020,1,31,15,29.36,0,0
2020,1,31,16,29.328,0,0
2020,1,31,17,29.963,0,0
2020,1,31,18,32.681,0,0
2020,1,31,19,32.935,0,0
2020,1,31,20,32.173,0,0
2020,1,31,21,31.021,0,0
2020,1,31,22,29.043,0,0
2020,1,31,23,26.631,0,0
2020,1,31,24,25.5,0,0
2020,2,1,1,25.235,0,0
2020,2,1,2,25.055,0,0
2020,2,1,3,25.214,0,0
2020,2,1,4,25.658,0,0
2020,2,1,5,27.012,0,0
2020,2,1,6,29.127,0,0
2020,2,1,7,31.063,0,0
2020,2,1,8,31.898,0,0
2020,2,1,9,31.37,0,0
2020,2,1,10,30.619,0,0
2020,2,1,11,29.635,0,0
2020,2,1,12,28.874,0,0
2020,2,1,13,28.313,0,0
2020,2,1,14,27.975,0,0
2020,2,1,15,27.752,0,0
2020,2,1,16,28.017,0,0
2020,2,1,17,28.863,0,0
2020,2,1,18,31.729,0,0
2020,2,1,19,31.814,0,0
2020,2,1,20,30.777,0,0
2020,2,1,21,29.508,0,0
2020,2,1,22,27.752,0,0
2020,2,1,23,26.028,0,0
2020,2,1,24,24.992,0,0
2020,2,2,1,24.368,0,0
2020,2,2,2,24.04,0,0
2020,2,2,3,24.125,0,0
2020,2,2,4,24.252,0,0
2020,2,2,5,24.812,0,0
2020,2,2,6,26.103,0,0
2020,2,2,7,27.382,0,0
2020,2,2,8,28.725,0,0
2020,2,2,9,29.815,0,0
2020,2,2,10,29.942,0,0
2020,2,2,11,29.413,0,0
2020,2,2,12,28.926,0,0
2020,2,2,13,28.334,0,0
2020,2,2,14,27.922,0,0
2020,2,2,15,27.414,0,0
2020,2,2,16,27.118,0,0
2020,2,2,17,27.562,0,0
2020,2,2,18,30.481,0,0
2020,2,2,19,31.232,0,0
2020,2,2,20,31.401,0,0
2020,2,2,21,30.534,0,0
2020,2,2,22,28.059,0,0
2020,2,2,23,25.838,0,0
2020,2,2,24,24.96,0,0
2020,2,3,1,24.802,0,0
2020,2,3,2,24.759,0,0
2020,2,3,3,25.013,0,0
2020,2,3,4,26.081,0,0
2020,2,3,5,28.979,0,0
2020,2,3,6,34.775,0,0
2020,2,3,7,37.049,0,0
2020,2,3,8,34.659,0,0
2020,2,3,9,32.618,0,0
2020,2,3,10,31.613,0,0
2020,2,3,11,30.672,0,0
2020,2,3,12,30.079,0,0
2020,2,3,13,29.54,0,0
2020,2,3,14,29.36,0,0
2020,2,3,15,29.096,0,0
2020,2,3,16,29.318,0,0
2020,2,3,17,30.365,0,0
2020,2,3,18,34.067,0,0
2020,2,3,19,34.775,0,0
2020,2,3,20,33.844,0,0
2020,2,3,21,32.396,0,0
2020,2,3,22,29.455,0,0
2020,2,3,23,26.811,0,0
2020,2,3,24,25.679,0,0
2020,2,4,1,25.341,0,0
2020,2,4,2,25.235,0,0
2020,2,4,3,25.553,0,0
2020,2,4,4,26.631,0,0
2020,2,4,5,29.773,0,0
