Year,Month,Day,Period,1,2,3
2020,1,3,12,0,0,53.137
2020,1,3,13,0,0,53.678
2020,1,3,14,0,0,54.503
2020,1,3,15,0,0,54.503
2020,1,3,16,0,0,53.529
2020,1,3,17,0,0,52.487
2020,1,3,18,0,0,55.896
2020,1,3,19,0,0,54.097
2020,1,3,20,0,0,51.568
2020,1,3,21,0,0,48.687
2020,1,3,22,0,0,45.888
2020,1,3,23,0,0,42.412
2020,1,3,24,0,0,39.207
2020,1,4,1,0,0,36.448
2020,1,4,2,0,0,35.041
2020,1,4,3,0,0,33.905
2020,1,4,4,0,0,33.202
2020,1,4,5,0,0,33.08
2020,1,4,6,0,0,33.824
2020,1,4,7,0,0,34.96
2020,1,4,8,0,0,35.623
2020,1,4,9,0,0,38.152
2020,1,4,10,0,0,40.721
2020,1,4,11,0,0,42.331
2020,1,4,12,0,0,43.02
2020,1,4,13,0,0,42.98
2020,1,4,14,0,0,42.263
2020,1,4,15,0,0,41.533
2020,1,4,16,0,0,40.87
2020,1,4,17,0,0,41.384
2020,1,4,18,0,0,46.293
2020,1,4,19,0,0,47.632
2020,1,4,20,0,0,46.537
2020,1,4,21,0,0,45.198
2020,1,4,22,0,0,43.277
2020,1,4,23,0,0,40.627
2020,1,4,24,0,0,38.26
2020,1,5,1,0,0,36.028
2020,1,5,2,0,0,34.69
2020,1,5,3,0,0,34.027
2020,1,5,4,0,0,33.567
2020,1,5,5,0,0,33.445
2020,1,5,6,0,0,33.459
2020,1,5,7,0,0,34.04
2020,1,5,8,0,0,33.919
2020,1,5,9,0,0,35.393
2020,1,5,10,0,0,36.908
2020,1,5,11,0,0,38.111
2020,1,5,12,0,0,38.787
2020,1,5,13,0,0,39.071
2020,1,5,14,0,0,39.261
2020,1,5,15,0,0,39.274
2020,1,5,16,0,0,38.882
2020,1,5,17,0,0,39.707
2020,1,5,18,0,0,45.063
2020,1,5,19,0,0,46.902
2020,1,5,20,0,0,46.415
2020,1,5,21,0,0,44.981
2020,1,5,22,0,0,42.723
2020,1,5,23,0,0,39.666
2020,1,5,24,0,0,36.935
2020,1,6,1,0,0,34.757
2020,1,6,2,0,0,33.878
2020,1,6,3,0,0,33.134
2020,1,6,4,0,0,33.04
2020,1,6,5,0,0,33.608
2020,1,6,6,0,0,35.623
2020,1,6,7,0,0,40.032
2020,1,6,8,0,0,43.061
2020,1,6,9,0,0,45.779
2020,1,6,10,0,0,48.241
2020,1,6,11,0,0,50.148
2020,1,6,12,0,0,51.311
2020,1,6,13,0,0,51.405
2020,1,6,14,0,0,51.744
2020,1,6,15,0,0,51.514
2020,1,6,16,0,0,50.635
2020,1,6,17,0,0,50.31
2020,1,6,18,0,0,55.111
2020,1,6,19,0,0,54.705
2020,1,6,20,0,0,52.46
2020,1,6,21,0,0,50.026
2020,1,6,22,0,0,46.875
2020,1,6,23,0,0,42.385
2020,1,6,24,0,0,38.909
2020,1,7,1,0,0,36.028
2020,1,7,2,0,0,34.69
2020,1,7,3,0,0,33.851
2020,1,7,4,0,0,33.756
2020,1,7,5,0,0,34.122
2020,1,7,6,0,0,36.001
2020,1,7,7,0,0,40.721
2020,1,7,8,0,0,43.534
2020,1,7,9,0,0,46.266
2020,1,7,10,0,0,48.254
2020,1,7,11,0,0,50.161
2020,1,7,12,0,0,51.054
2020,1,7,13,0,0,51.392
2020,1,7,14,0,0,51.595
2020,1,7,15,0,0,51.784
2020,1,7,16,0,0,50.919
2020,1,7,17,0,0,50.54
2020,1,7,18,0,0,54.705
2020,1,7,19,0,0,54.475
2020,1,7,20,0,0,52.366
2020,1,7,21,0,0,50.31
2020,1,7,22,0,0,46.74
2020,1,7,23,0,0,42.507
2020,1,7,24,0,0,38.625
2020,1,8,1,0,0,36.083
2020,1,8,2,0,0,34.608
2020,1,8,3,0,0,33.959
2020,1,8,4,0,0,33.811
2020,1,8,5,0,0,34.311
2020,1,8,6,0,0,36.326
2020,1,8,7,0,0,41.276
2020,1,8,8,0,0,43.913
2020,1,8,9,0,0,46.402
2020,1,8,10,0,0,48.714
2020,1,8,11,0,0,50.256
2020,1,8,12,0,0,51.149
2020,1,8,13,0,0,50.837
2020,1,8,14,0,0,50.81
2020,1,8,15,0,0,50.405
2020,1,8,16,0,0,49.796
2020,1,8,17,0,0,49.674
2020,1,8,18,0,0,54.759
2020,1,8,19,0,0,54.814
2020,1,8,20,0,0,52.853
2020,1,8,21,0,0,50.878
2020,1,8,22,0,0,47.213
2020,1,8,23,0,0,43.102
2020,1,8,24,0,0,39.274
2020,1,9,1,0,0,36.502
2020,1,9,2,0,0,34.987
2020,1,9,3,0,0,34.514
2020,1,9,4,0,0,34.338
2020,1,9,5,0,0,34.608
2020,1,9,6,0,0,36.651
2020,1,9,7,0,0,41.127
2020,1,9,8,0,0,44.197
2020,1,9,9,0,0,47.646
2020,1,9,10,0,0,49.891
2020,1,9,11,0,0,50.783
2020,1,9,12,0,0,51.176
2020,1,9,13,0,0,51.23
2020,1,9,14,0,0,51.703
2020,1,9,15,0,0,51.243
2020,1,9,16,0,0,50.986
2020,1,9,17,0,0,50.499
2020,1,9,18,0,0,55.598
2020,1,9,19,0,0,55.571
2020,1,9,20,0,0,52.907
2020,1,9,21,0,0,50.364
2020,1,9,22,0,0,46.794
2020,1,9,23,0,0,42.588
2020,1,9,24,0,0,38.76
2020,1,10,1,0,0,36.123
2020,1,10,2,0,0,34.852
2020,1,10,3,0,0,34.324
2020,1,10,4,0,0,34.054
2020,1,10,5,0,0,34.257
2020,1,10,6,0,0,36.34
2020,1,10,7,0,0,40.816
2020,1,10,8,0,0,43.967
2020,1,10,9,0,0,46.753
2020,1,10,10,0,0,49.296
2020,1,10,11,0,0,50.837
2020,1,10,12,0,0,51.649
2020,1,10,13,0,0,51.568
2020,1,10,14,0,0,51.378
2020,1,10,15,0,0,50.675
2020,1,10,16,0,0,49.336
2020,1,10,17,0,0,49.296
2020,1,10,18,0,0,53.015
2020,1,10,19,0,0,52.934
2020,1,10,20,0,0,50.648
2020,1,10,21,0,0,48.633
2020,1,10,22,0,0,45.779
2020,1,10,23,0,0,42.439
2020,1,10,24,0,0,39.153
2020,1,11,1,0,0,36.529
2020,1,11,2,0,0,34.987
2020,1,11,3,0,0,34.243
2020,1,11,4,0,0,33.635
2020,1,11,5,0,0,33.635
2020,1,11,6,0,0,34.23
2020,1,11,7,0,0,35.406
2020,1,11,8,0,0,36.38
2020,1,11,9,0,0,39.531
2020,1,11,10,0,0,42.899
2020,1,11,11,0,0,45.252
2020,1,11,12,0,0,45.225
2020,1,11,13,0,0,44.481
2020,1,11,14,0,0,43.318
2020,1,11,15,0,0,42.277
2020,1,11,16,0,0,41.573
2020,1,11,17,0,0,42.223
2020,1,11,18,0,0,47.308
2020,1,11,19,0,0,49.052
2020,1,11,20,0,0,47.74
2020,1,11,21,0,0,46.347
2020,1,11,22,0,0,44.238
2020,1,11,23,0,0,41.33
2020,1,11,24,0,0,38.693
2020,1,12,1,0,0,36.637
2020,1,12,2,0,0,35.176
2020,1,12,3,0,0,34.419
2020,1,12,4,0,0,33.797
2020,1,12,5,0,0,33.797
2020,1,12,6,0,0,34.162
2020,1,12,7,0,0,34.717
2020,1,12,8,0,0,35.082
2020,1,12,9,0,0,36.664
2020,1,12,10,0,0,38.179
2020,1,12,11,0,0,39.18
2020,1,12,12,0,0,39.044
2020,1,12,13,0,0,39.504
2020,1,12,14,0,0,39.153
2020,1,12,15,0,0,38.652
2020,1,12,16,0,0,38.571
2020,1,12,17,0,0,39.734
2020,1,12,18,0,0,46.077
2020,1,12,19,0,0,49.228
2020,1,12,20,0,0,48.971
2020,1,12,21,0,0,47.24
2020,1,12,22,0,0,44.995
2020,1,12,23,0,0,42.223
2020,1,12,24,0,0,39.139
2020,1,13,1,0,0,36.745
2020,1,13,2,0,0,35.122
2020,1,13,3,0,0,34.581
2020,1,13,4,0,0,34.27
2020,1,13,5,0,0,34.717
2020,1,13,6,0,0,36.542
2020,1,13,7,0,0,39.978
2020,1,13,8,0,0,41.857
2020,1,13,9,0,0,44.846
2020,1,13,10,0,0,47.524
2020,1,13,11,0,0,48.876
2020,1,13,12,0,0,48.958
2020,1,13,13,0,0,48.214
2020,1,13,14,0,0,48.079
2020,1,13,15,0,0,47.186
2020,1,13,16,0,0,46.442
2020,1,13,17,0,0,47.078
2020,1,13,18,0,0,52.853
2020,1,13,19,0,0,54.137
2020,1,13,20,0,0,52.853
2020,1,13,21,0,0,50.337
2020,1,13,22,0,0,47.145
2020,1,13,23,0,0,43.25
2020,1,13,24,0,0,39.382
2020,1,14,1,0,0,36.651
2020,1,14,2,0,0,35.095
2020,1,14,3,0,0,34.5
2020,1,14,4,0,0,34.243
2020,1,14,5,0,0,34.635
2020,1,14,6,0,0,37.016
2020,1,14,7,0,0,42.25
2020,1,14,8,0,0,45.766
2020,1,14,9,0,0,48.565
2020,1,14,10,0,0,49.823
2020,1,14,11,0,0,51.405
2020,1,14,12,0,0,51.324
2020,1,14,13,0,0,51.514
2020,1,14,14,0,0,50.878
2020,1,14,15,0,0,50.648
2020,1,14,16,0,0,49.647
2020,1,14,17,0,0,49.377
2020,1,14,18,0,0,56.491
2020,1,14,19,0,0,57.586
2020,1,14,20,0,0,54.624
2020,1,14,21,0,0,51.906
2020,1,14,22,0,0,48.633
2020,1,14,23,0,0,43.832
2020,1,14,24,0,0,39.612
2020,1,15,1,0,0,36.867
2020,1,15,2,0,0,35.176
2020,1,15,3,0,0,34.419
2020,1,15,4,0,0,34.135
2020,1,15,5,0,0,34.757
2020,1,15,6,0,0,36.813
2020,1,15,7,0,0,42.534
2020,1,15,8,0,0,45.834
2020,1,15,9,0,0,48.173
2020,1,15,10,0,0,49.985
2020,1,15,11,0,0,51.662
2020,1,15,12,0,0,52.203
2020,1,15,13,0,0,51.892
2020,1,15,14,0,0,51.635
2020,1,15,15,0,0,50.878
2020,1,15,16,0,0,50.54
2020,1,15,17,0,0,51.974
2020,1,15,18,0,0,57.167
2020,1,15,19,0,0,57.586
2020,1,15,20,0,0,56.071
2020,1,15,21,0,0,52.974
2020,1,15,22,0,0,49.215
2020,1,15,23,0,0,44.008
2020,1,15,24,0,0,39.775
2020,1,16,1,0,0,36.826
2020,1,16,2,0,0,35.65
2020,1,16,3,0,0,34.744
2020,1,16,4,0,0,34.433
2020,1,16,5,0,0,34.879
2020,1,16,6,0,0,36.989
2020,1,16,7,0,0,41.844
2020,1,16,8,0,0,45.252
2020,1,16,9,0,0,47.727
2020,1,16,10,0,0,49.458
2020,1,16,11,0,0,50.81
2020,1,16,12,0,0,51.135
2020,1,16,13,0,0,50.783
2020,1,16,14,0,0,50.608
2020,1,16,15,0,0,49.877
2020,1,16,16,0,0,48.998
2020,1,16,17,0,0,49.282
2020,1,16,18,0,0,54.841
2020,1,16,19,0,0,56.531
2020,1,16,20,0,0,54.908
2020,1,16,21,0,0,52.88
2020,1,16,22,0,0,49.431
2020,1,16,23,0,0,44.833
2020,1,16,24,0,0,40.532
2020,1,17,1,0,0,37.638
2020,1,17,2,0,0,36.015
2020,1,17,3,0,0,35.149
2020,1,17,4,0,0,34.987
2020,1,17,5,0,0,35.379
2020,1,17,6,0,0,37.611
2020,1,17,7,0,0,42.52
2020,1,17,8,0,0,46.226
2020,1,17,9,0,0,48.268
2020,1,17,10,0,0,50.107
2020,1,17,11,0,0,50.702
2020,1,17,12,0,0,51.203
2020,1,17,13,0,0,50.608
2020,1,17,14,0,0,50.148
2020,1,17,15,0,0,49.499
2020,1,17,16,0,0,48.417
2020,1,17,17,0,0,48.146
2020,1,17,18,0,0,53.245
2020,1,17,19,0,0,53.664
2020,1,17,20,0,0,52.068
2020,1,17,21,0,0,49.783
2020,1,17,22,0,0,47.416
2020,1,17,23,0,0,44.197
2020,1,17,24,0,0,40.586
2020,1,18,1,0,0,37.949
2020,1,18,2,0,0,36.056
2020,1,18,3,0,0,35.082
2020,1,18,4,0,0,34.649
2020,1,18,5,0,0,34.703
2020,1,18,6,0,0,35.528
2020,1,18,7,0,0,37.07
2020,1,18,8,0,0,38.179
2020,1,18,9,0,0,40.843
2020,1,18,10,0,0,42.628
2020,1,18,11,0,0,43.656
2020,1,18,12,0,0,43.534
2020,1,18,13,0,0,42.912
2020,1,18,14,0,0,41.776
2020,1,18,15,0,0,40.938
2020,1,18,16,0,0,40.18
2020,1,18,17,0,0,40.627
2020,1,18,18,0,0,45.184
2020,1,18,19,0,0,47.889
2020,1,18,20,0,0,46.645
2020,1,18,21,0,0,45.211
2020,1,18,22,0,0,43.453
2020,1,18,23,0,0,41.235
2020,1,18,24,0,0,39.829
2020,1,19,1,0,0,36.637
2020,1,19,2,0,0,35.095
2020,1,19,3,0,0,34.257
2020,1,19,4,0,0,33.797
2020,1,19,5,0,0,33.756
2020,1,19,6,0,0,34.243
2020,1,19,7,0,0,34.987
2020,1,19,8,0,0,35.244
2020,1,19,9,0,0,36.867
2020,1,19,10,0,0,38.246
2020,1,19,11,0,0,39.274
2020,1,19,12,0,0,39.518
2020,1,19,13,0,0,39.504
2020,1,19,14,0,0,39.477
2020,1,19,15,0,0,39.139
2020,1,19,16,0,0,38.95
2020,1,19,17,0,0,39.815
2020,1,19,18,0,0,44.765
2020,1,19,19,0,0,47.795
2020,1,19,20,0,0,47.429
2020,1,19,21,0,0,46.239
2020,1,19,22,0,0,44.102
2020,1,19,23,0,0,40.721
2020,1,19,24,0,0,37.719
2020,1,20,1,0,0,35.379
2020,1,20,2,0,0,34.473
2020,1,20,3,0,0,34.013
2020,1,20,4,0,0,33.716
2020,1,20,5,0,0,34.122
2020,1,20,6,0,0,36.177
2020,1,20,7,0,0,40.708
2020,1,20,8,0,0,43.616
2020,1,20,9,0,0,46.402
2020,1,20,10,0,0,48.498
2020,1,20,11,0,0,49.904
2020,1,20,12,0,0,50.499
2020,1,20,13,0,0,50.608
2020,1,20,14,0,0,50.648
2020,1,20,15,0,0,50.229
2020,1,20,16,0,0,49.674
2020,1,20,17,0,0,49.309
2020,1,20,18,0,0,53.542
2020,1,20,19,0,0,54.787
2020,1,20,20,0,0,52.785
2020,1,20,21,0,0,50.702
2020,1,20,22,0,0,47.091
2020,1,20,23,0,0,42.547
2020,1,20,24,0,0,38.99
2020,1,21,1,0,0,36.218
2020,1,21,2,0,0,34.865
2020,1,21,3,0,0,34.013
2020,1,21,4,0,0,33.716
2020,1,21,5,0,0,34.122
2020,1,21,6,0,0,36.069
2020,1,21,7,0,0,40.884
2020,1,21,8,0,0,43.643
2020,1,21,9,0,0,46.429
2020,1,21,10,0,0,48.579
2020,1,21,11,0,0,50.499
2020,1,21,12,0,0,51.838
2020,1,21,13,0,0,52.203
2020,1,21,14,0,0,52.325
2020,1,21,15,0,0,52.217
2020,1,21,16,0,0,51.108
2020,1,21,17,0,0,50.107
2020,1,21,18,0,0,54.381
2020,1,21,19,0,0,55.882
2020,1,21,20,0,0,53.705
2020,1,21,21,0,0,49.647
2020,1,21,22,0,0,46.239
2020,1,21,23,0,0,42.128
2020,1,21,24,0,0,38.111
2020,1,22,1,0,0,35.799
2020,1,22,2,0,0,34.649
2020,1,22,3,0,0,34.108
2020,1,22,4,0,0,33.662
2020,1,22,5,0,0,33.905
2020,1,22,6,0,0,35.961
2020,1,22,7,0,0,40.464
2020,1,22,8,0,0,44.224
2020,1,22,9,0,0,46.009
2020,1,22,10,0,0,48.079
2020,1,22,11,0,0,49.499
2020,1,22,12,0,0,50.31
2020,1,22,13,0,0,50.121
2020,1,22,14,0,0,49.945
2020,1,22,15,0,0,49.472
2020,1,22,16,0,0,48.592
2020,1,22,17,0,0,48.403
2020,1,22,18,0,0,52.988
2020,1,22,19,0,0,54.624
2020,1,22,20,0,0,53.164
2020,1,22,21,0,0,50.337
2020,1,22,22,0,0,46.821
2020,1,22,23,0,0,42.655
2020,1,22,24,0,0,38.977
2020,1,23,1,0,0,36.448
2020,1,23,2,0,0,35.258
2020,1,23,3,0,0,34.744
2020,1,23,4,0,0,34.216
2020,1,23,5,0,0,34.5
2020,1,23,6,0,0,36.258
2020,1,23,7,0,0,40.911
2020,1,23,8,0,0,44.048
2020,1,23,9,0,0,46.848
2020,1,23,10,0,0,48.958
2020,1,23,11,0,0,50.094
2020,1,23,12,0,0,50.77
2020,1,23,13,0,0,51.446
2020,1,23,14,0,0,50.445
2020,1,23,15,0,0,49.796
2020,1,23,16,0,0,48.876
2020,1,23,17,0,0,48.565
2020,1,23,18,0,0,52.393
2020,1,23,19,0,0,54.435
2020,1,23,20,0,0,53.191
2020,1,23,21,0,0,50.702
2020,1,23,22,0,0,47.227
2020,1,23,23,0,0,43.277
2020,1,23,24,0,0,39.153
2020,1,24,1,0,0,36.786
2020,1,24,2,0,0,35.339
2020,1,24,3,0,0,34.919
2020,1,24,4,0,0,34.527
2020,1,24,5,0,0,34.676
2020,1,24,6,0,0,36.651
2020,1,24,7,0,0,41.465
2020,1,24,8,0,0,44.102
2020,1,24,9,0,0,46.834
2020,1,24,10,0,0,48.728
2020,1,24,11,0,0,49.904
2020,1,24,12,0,0,50.269
2020,1,24,13,0,0,49.958
2020,1,24,14,0,0,49.688
2020,1,24,15,0,0,48.958
2020,1,24,16,0,0,48.173
2020,1,24,17,0,0,47.984
2020,1,24,18,0,0,51.933
2020,1,24,19,0,0,53.11
2020,1,24,20,0,0,51.121
2020,1,24,21,0,0,49.269
2020,1,24,22,0,0,46.523
2020,1,24,23,0,0,43.048
2020,1,24,24,0,0,39.396
2020,1,25,1,0,0,36.948
2020,1,25,2,0,0,35.379
2020,1,25,3,0,0,34.446
2020,1,25,4,0,0,34.243
2020,1,25,5,0,0,34.284
2020,1,25,6,0,0,35.001
2020,1,25,7,0,0,36.461
2020,1,25,8,0,0,37.408
2020,1,25,9,0,0,40.086
2020,1,25,10,0,0,42.074
2020,1,25,11,0,0,43.304
2020,1,25,12,0,0,43.413
2020,1,25,13,0,0,42.831
2020,1,25,14,0,0,41.844
2020,1,25,15,0,0,41.032
2020,1,25,16,0,0,40.207
2020,1,25,17,0,0,40.289
2020,1,25,18,0,0,44.265
2020,1,25,19,0,0,47.335
2020,1,25,20,0,0,46.645
2020,1,25,21,0,0,45.279
2020,1,25,22,0,0,43.453
2020,1,25,23,0,0,40.978
2020,1,25,24,0,0,38.422
2020,1,26,1,0,0,36.218
2020,1,26,2,0,0,34.622
2020,1,26,3,0,0,33.919
2020,1,26,4,0,0,33.567
2020,1,26,5,0,0,33.418
2020,1,26,6,0,0,33.959
2020,1,26,7,0,0,34.527
2020,1,26,8,0,0,34.717
2020,1,26,9,0,0,36.434
2020,1,26,10,0,0,37.827
2020,1,26,11,0,0,38.72
2020,1,26,12,0,0,38.977
2020,1,26,13,0,0,38.99
2020,1,26,14,0,0,38.787
2020,1,26,15,0,0,38.72
2020,1,26,16,0,0,38.76
2020,1,26,17,0,0,39.991
2020,1,26,18,0,0,43.778
2020,1,26,19,0,0,46.943
2020,1,26,20,0,0,46.618
2020,1,26,21,0,0,45.793
2020,1,26,22,0,0,43.9
2020,1,26,23,0,0,40.721
2020,1,26,24,0,0,37.462
2020,1,27,1,0,0,35.46
2020,1,27,2,0,0,34.392
2020,1,27,3,0,0,34
2020,1,27,4,0,0,33.851
2020,1,27,5,0,0,34.122
2020,1,27,6,0,0,36.258
2020,1,27,7,0,0,41.235
2020,1,27,8,0,0,44.211
2020,1,27,9,0,0,47.024
2020,1,27,10,0,0,48.998
2020,1,27,11,0,0,50.445
2020,1,27,12,0,0,51.135
2020,1,27,13,0,0,51.433
2020,1,27,14,0,0,51.013
2020,1,27,15,0,0,50.567
2020,1,27,16,0,0,49.512
2020,1,27,17,0,0,49.512
2020,1,27,18,0,0,52.798
2020,1,27,19,0,0,54.814
2020,1,27,20,0,0,53.502
2020,1,27,21,0,0,51.297
2020,1,27,22,0,0,47.619
2020,1,27,23,0,0,43.304
2020,1,27,24,0,0,39.585
2020,1,28,1,0,0,36.137
2020,1,28,2,0,0,34.73
2020,1,28,3,0,0,34.135
2020,1,28,4,0,0,33.702
2020,1,28,5,0,0,33.973
2020,1,28,6,0,0,35.866
2020,1,28,7,0,0,40.329
2020,1,28,8,0,0,42.939
2020,1,28,9,0,0,45.293
2020,1,28,10,0,0,47.24
2020,1,28,11,0,0,48.849
2020,1,28,12,0,0,49.444
2020,1,28,13,0,0,49.269
2020,1,28,14,0,0,49.363
2020,1,28,15,0,0,48.985
2020,1,28,16,0,0,48.295
2020,1,28,17,0,0,47.957
2020,1,28,18,0,0,51.595
2020,1,28,19,0,0,53.11
2020,1,28,20,0,0,51.622
2020,1,28,21,0,0,49.526
2020,1,28,22,0,0,46.009
2020,1,28,23,0,0,41.979
2020,1,28,24,0,0,38.382
2020,1,29,1,0,0,36.651
2020,1,29,2,0,0,35.42
2020,1,29,3,0,0,34.541
2020,1,29,4,0,0,34.379
2020,1,29,5,0,0,34.554
2020,1,29,6,0,0,36.475
2020,1,29,7,0,0,41.398
2020,1,29,8,0,0,44.373
2020,1,29,9,0,0,47.132
2020,1,29,10,0,0,48.714
2020,1,29,11,0,0,50.297
2020,1,29,12,0,0,50.662
2020,1,29,13,0,0,50.729
2020,1,29,14,0,0,51.054
2020,1,29,15,0,0,50.445
2020,1,29,16,0,0,49.647
2020,1,29,17,0,0,48.985
2020,1,29,18,0,0,52.122
2020,1,29,19,0,0,54.421
2020,1,29,20,0,0,52.744
2020,1,29,21,0,0,50.743
2020,1,29,22,0,0,47.132
2020,1,29,23,0,0,42.75
2020,1,29,24,0,0,39.207
2020,1,30,1,0,0,36.461
2020,1,30,2,0,0,35.068
2020,1,30,3,0,0,34.338
2020,1,30,4,0,0,34.095
2020,1,30,5,0,0,34.257
2020,1,30,6,0,0,36.285
2020,1,30,7,0,0,40.83
2020,1,30,8,0,0,44.373
2020,1,30,9,0,0,46.78
2020,1,30,10,0,0,48.755
2020,1,30,11,0,0,50.188
2020,1,30,12,0,0,50.865
2020,1,30,13,0,0,50.932
2020,1,30,14,0,0,51.081
2020,1,30,15,0,0,50.905
2020,1,30,16,0,0,49.891
2020,1,30,17,0,0,49.269
2020,1,30,18,0,0,53.15
2020,1,30,19,0,0,55.625
2020,1,30,20,0,0,54.205
2020,1,30,21,0,0,50.445
2020,1,30,22,0,0,46.943
2020,1,30,23,0,0,42.872
2020,1,30,24,0,0,38.747
2020,1,31,1,0,0,36.231
2020,1,31,2,0,0,34.906
2020,1,31,3,0,0,34.379
2020,1,31,4,0,0,34.013
2020,1,31,5,0,0,34.095
2020,1,31,6,0,0,35.974
2020,1,31,7,0,0,40.464
2020,1,31,8,0,0,43.21
2020,1,31,9,0,0,46.415
2020,1,31,10,0,0,48.647
2020,1,31,11,0,0,51
2020,1,31,12,0,0,51.757
2020,1,31,13,0,0,52.122
2020,1,31,14,0,0,52.677
2020,1,31,15,0,0,52.487
2020,1,31,16,0,0,51.554
2020,1,31,17,0,0,50.499
2020,1,31,18,0,0,52.69
2020,1,31,19,0,0,53.88
2020,1,31,20,0,0,51.825
2020,1,31,21,0,0,48.511
2020,1,31,22,0,0,45.495
2020,1,31,23,0,0,41.884
2020,1,31,24,0,0,38.666
2020,2,1,1,0,0,36.191
2020,2,1,2,0,0,34.406
2020,2,1,3,0,0,33.337
2020,2,1,4,0,0,32.715
2020,2,1,5,0,0,32.431
2020,2,1,6,0,0,33.378
2020,2,1,7,0,0,35.109
2020,2,1,8,0,0,36.353
2020,2,1,9,0,0,39.396
2020,2,1,10,0,0,41.776
2020,2,1,11,0,0,43.277
2020,2,1,12,0,0,43.791
2020,2,1,13,0,0,43.561
2020,2,1,14,0,0,42.845
2020,2,1,15,0,0,42.047
2020,2,1,16,0,0,41.398
2020,2,1,17,0,0,41.506
2020,2,1,18,0,0,44.914
2020,2,1,19,0,0,47.538
2020,2,1,20,0,0,46.713
2020,2,1,21,0,0,45.09
2020,2,1,22,0,0,43.345
2020,2,1,23,0,0,40.681
2020,2,1,24,0,0,37.976
2020,2,2,1,0,0,35.677
2020,2,2,2,0,0,34.203
2020,2,2,3,0,0,33.229
2020,2,2,4,0,0,32.688
2020,2,2,5,0,0,32.62
2020,2,2,6,0,0,33.013
2020,2,2,7,0,0,33.405
2020,2,2,8,0,0,33.689
2020,2,2,9,0,0,35.731
2020,2,2,10,0,0,37.611
2020,2,2,11,0,0,39.382
2020,2,2,12,0,0,40.329
2020,2,2,13,0,0,41.168
2020,2,2,14,0,0,41.452
2020,2,2,15,0,0,41.56
2020,2,2,16,0,0,41.181
2020,2,2,17,0,0,40.884
2020,2,2,18,0,0,43.818
2020,2,2,19,0,0,46.997
2020,2,2,20,0,0,46.699
2020,2,2,21,0,0,45.238
2020,2,2,22,0,0,43.02
2020,2,2,23,0,0,39.68
2020,2,2,24,0,0,36.556
2020,2,3,1,0,0,34.284
2020,2,3,2,0,0,33.067
2020,2,3,3,0,0,32.296
2020,2,3,4,0,0,32.188
2020,2,3,5,0,0,32.499
2020,2,3,6,0,0,34.974
2020,2,3,7,0,0,39.964
2020,2,3,8,0,0,43.21
2020,2,3,9,0,0,46.118
2020,2,3,10,0,0,48.606
2020,2,3,11,0,0,50.337
2020,2,3,12,0,0,51.257
2020,2,3,13,0,0,51.717
2020,2,3,14,0,0,52.379
2020,2,3,15,0,0,52.677
2020,2,3,16,0,0,51.798
2020,2,3,17,0,0,51.094
2020,2,3,18,0,0,53.326
2020,2,3,19,0,0,54.597
2020,2,3,20,0,0,52.569
2020,2,3,21,0,0,50.026
2020,2,3,22,0,0,46.686
2020,2,3,23,0,0,42.574
2020,2,3,24,0,0,38.585
2020,2,4,1,0,0,35.799
2020,2,4,2,0,0,34.162
2020,2,4,3,0,0,33.337
2020,2,4,4,0,0,32.85
2020,2,4,5,0,0,33.378
